crop,year,market_price_per_quintal,msp_price_per_quintal
Oilseeds,2016,4301.08,4497.91
Rice,2019,1952.52,2538.65
Pulses,2013,992.87,3563.07
Sugarcane,2020,5941.87,1526.06
Wheat,2012,833.54,4701.52
Cotton,2010,4011.81,4384.73
Pulses,2020,4647.58,5208.71
Maize,2022,3741.53,4513.28
Cotton,2022,4796.47,3449.29
Wheat,2017,1687.31,2618.34
Rice,2012,923.82,2484.55
Cotton,2014,3581.44,1141.07
Maize,2012,3056.32,3878.09
Pulses,2019,4787.6,4924.78
Oilseeds,2014,1116.32,3957.24
Maize,2018,1078.69,2570.91
Cotton,2010,2546.9,5300.19
Oilseeds,2019,4911.89,3400.01
Oilseeds,2018,3237.29,3129.94
Pulses,2021,4892.28,1539.98
Maize,2020,4124.1,1554.28
Sugarcane,2021,3030.48,2643.31
Maize,2013,5140.84,3693.47
Cotton,2013,4263.54,1756.74
Maize,2011,2984.76,5208.19
Oilseeds,2017,1380.5,1972.91
Maize,2024,2704.6,5307.31
Cotton,2024,1105.64,2732.74
Sugarcane,2012,3313.12,2019.38
Oilseeds,2020,1085.06,1776.17
Maize,2023,4806.06,5212.41
Rice,2011,2651.5,3509.19
Sugarcane,2015,3970.68,1029.58
Rice,2024,2385.56,3466.23
Maize,2010,5387.83,4933.91
Rice,2019,3355.96,1562.54
Wheat,2024,4688.53,2569.97
Sugarcane,2010,4233.45,4276.42
Wheat,2024,4445.91,1900.03
Cotton,2013,3486.54,5304.45
Oilseeds,2011,5992.81,4167.86
Wheat,2011,1325.98,2158.67
Sugarcane,2012,3442.09,1800.51
Pulses,2022,2703.03,5353.09
Wheat,2022,2669.29,3546.21
Rice,2024,4722.28,3906.9
Cotton,2015,838.38,4672.18
Maize,2010,2802.02,2266.39
Sugarcane,2023,2934.56,2607.79
Oilseeds,2019,3432.99,2560.64
Wheat,2021,2852.6,2667.57
Oilseeds,2019,2327.34,4990.08
Rice,2011,3661.79,5327.14
Wheat,2012,5520.12,1960.4
Sugarcane,2024,2501.66,4096.91
Oilseeds,2021,1349.25,4811.31
Oilseeds,2017,3400.14,1010.24
Cotton,2013,5183.89,2778.95
Wheat,2014,1515.04,4307.85
Maize,2024,5213.94,1232.45
Oilseeds,2013,4506.43,3819.24
Sugarcane,2022,3706.74,1956.59
Maize,2013,3126.98,1306.7
Sugarcane,2011,2981.19,1171.42
Oilseeds,2018,4574.25,3475.57
Pulses,2021,3267.11,3025.13
Sugarcane,2014,4201.08,2371.23
Oilseeds,2023,992.39,4422.56
Wheat,2015,5689.97,2668.22
Rice,2016,3148.44,4155.52
Wheat,2023,5552.62,3587.94
Oilseeds,2016,4077.56,4621.47
Oilseeds,2017,4237.55,2571.94
Wheat,2016,1819.99,3896.71
Pulses,2017,1169.12,2573.9
Pulses,2018,1929.32,3551.62
Pulses,2024,3582.31,2429.94
Sugarcane,2023,985.63,3166.4
Cotton,2013,5365.63,3126.43
Oilseeds,2010,3004.09,1016.88
Rice,2010,3320.0,2557.82
Sugarcane,2016,1547.77,4543.08
Wheat,2012,5266.13,3809.66
Maize,2013,4230.46,3757.2
Pulses,2020,1261.22,971.88
Sugarcane,2022,1763.94,2403.0
Oilseeds,2024,1058.58,4114.33
Pulses,2017,3998.52,2704.66
Sugarcane,2020,1444.04,2655.66
Sugarcane,2020,3319.87,2902.37
Pulses,2017,4479.72,1166.34
Pulses,2017,3539.03,2208.14
Oilseeds,2019,3244.1,1790.32
Oilseeds,2021,1306.51,2113.36
Wheat,2023,3481.55,2133.97
Maize,2024,1173.96,3500.77
Rice,2019,872.2,2368.98
Pulses,2014,5219.8,5192.94
Oilseeds,2016,5635.11,2500.45
Maize,2015,811.67,2007.06
Rice,2018,4146.1,4837.91
Wheat,2023,2005.3,4857.69
Sugarcane,2014,3214.64,3917.98
Rice,2020,3452.16,2048.08
Sugarcane,2021,3418.83,1883.37
Oilseeds,2011,4131.6,2799.5
Sugarcane,2012,1858.75,4440.0
Maize,2010,4706.41,4738.89
Wheat,2010,1952.68,4585.96
Sugarcane,2010,5452.52,1951.1
Wheat,2015,1193.86,1981.0
Sugarcane,2014,1186.71,1241.4
Sugarcane,2018,1257.61,1058.07
Wheat,2015,4260.42,1559.35
Oilseeds,2021,1345.08,5070.32
Maize,2022,1792.29,2721.06
Wheat,2012,2498.42,3759.59
Maize,2020,4236.01,2140.41
Maize,2024,4030.06,4098.16
Oilseeds,2020,5371.16,3499.7
Oilseeds,2023,1537.2,969.99
Rice,2010,1663.56,2379.98
Pulses,2023,2024.64,1901.2
Wheat,2011,2379.95,5190.85
Maize,2014,4493.67,1043.32
Oilseeds,2014,3489.97,4119.79
Oilseeds,2024,3581.97,1603.04
Sugarcane,2021,2301.48,1590.86
Wheat,2020,4655.42,1319.35
Wheat,2015,3205.27,4982.31
Maize,2018,3239.26,5360.5
Cotton,2018,2047.47,3736.97
Rice,2015,2302.67,5398.47
Maize,2017,3570.67,5257.68
Oilseeds,2016,1119.69,5295.84
Rice,2018,5687.99,3121.79
Oilseeds,2010,3628.55,1156.69
Pulses,2015,4109.98,4454.81
Oilseeds,2010,943.85,4633.99
Cotton,2017,1018.7,1834.25
Rice,2016,5803.39,4350.74
Pulses,2015,1618.72,4177.08
Rice,2012,1639.27,4942.59
Oilseeds,2020,5392.73,4522.84
Cotton,2016,4942.03,1662.52
Cotton,2014,4205.02,1557.55
Sugarcane,2021,4441.43,2495.05
Rice,2010,914.47,4209.04
Cotton,2011,4353.1,3882.53
Sugarcane,2022,1987.27,1608.55
Cotton,2024,1978.56,3393.5
Wheat,2021,3060.35,2000.72
Wheat,2014,2993.23,5356.42
Oilseeds,2016,3555.95,2204.52
Oilseeds,2020,4588.13,5375.63
Pulses,2022,5475.61,1632.31
Oilseeds,2020,3148.85,1479.62
Oilseeds,2018,3894.88,2254.63
Cotton,2012,3370.68,3262.98
Maize,2020,812.85,4647.91
Cotton,2019,5096.74,5499.18
Cotton,2019,4626.16,3028.0
Sugarcane,2014,5789.69,5093.0
Maize,2018,2736.36,5088.59
Maize,2018,5064.69,1201.19
Wheat,2023,4583.83,4624.44
Maize,2012,1407.11,2877.86
Pulses,2022,5845.07,2725.88
Maize,2023,1596.8,2690.85
Cotton,2014,5118.46,4881.62
Maize,2016,3263.19,2837.91
Oilseeds,2018,3923.42,3852.96
Maize,2023,3482.34,4128.27
Sugarcane,2014,1148.75,4173.06
Rice,2024,5725.88,2802.37
Sugarcane,2021,5341.01,2127.38
Pulses,2024,3850.12,3889.08
Sugarcane,2021,3349.41,3894.91
Cotton,2023,2529.98,2506.04
Oilseeds,2022,1708.94,1014.85
Rice,2011,4869.29,4021.17
Cotton,2022,3487.15,2484.44
Wheat,2013,4328.07,2053.97
Rice,2014,2334.64,3689.86
Wheat,2011,5435.08,4957.17
Maize,2014,5886.3,3111.32
Maize,2015,4237.17,4875.17
Sugarcane,2017,5242.22,5126.7
Maize,2015,2018.13,5228.8
Oilseeds,2020,5855.65,2696.69
Wheat,2014,1981.67,3458.78
Wheat,2011,1988.31,999.16
Rice,2013,5586.52,4377.09
Pulses,2014,2283.15,4997.86
Rice,2021,2692.23,2023.11
Maize,2013,5237.16,5448.39
Cotton,2021,5259.06,1282.59
Oilseeds,2014,1234.09,2226.52
Cotton,2021,2463.12,4153.78
Cotton,2024,2054.19,3633.85
Cotton,2024,5470.59,5392.99
Cotton,2021,2340.39,4485.7
Maize,2018,2035.27,2180.25
Wheat,2011,2329.32,3529.13
Sugarcane,2024,5354.26,5429.94
Rice,2018,1790.9,4064.45
Wheat,2015,1759.58,2316.0
Sugarcane,2014,5156.75,1911.56
Rice,2015,1694.07,3380.17
Maize,2011,3414.23,2861.69
Oilseeds,2022,3313.76,3606.92
Sugarcane,2016,857.01,1634.56
Cotton,2011,3963.35,3002.88
Rice,2022,4293.24,945.46
Cotton,2020,1851.25,1801.62
Oilseeds,2010,3802.95,2769.46
Wheat,2020,1549.13,5478.52
Maize,2018,4652.07,1341.86
Oilseeds,2022,3585.64,903.43
Oilseeds,2018,2936.9,2294.55
Cotton,2022,5799.9,2788.31
Cotton,2014,5756.45,3813.86
Rice,2024,997.92,4318.06
Cotton,2014,2352.26,2623.38
Wheat,2014,2049.09,5003.16
Pulses,2014,5756.44,1841.54
Cotton,2022,1756.66,4379.63
Oilseeds,2016,1084.56,3697.54
Pulses,2012,1850.04,4077.57
Wheat,2022,4712.0,965.6
Maize,2010,3472.94,5168.63
Pulses,2022,5829.86,1502.6
Maize,2024,5021.07,1402.17
Cotton,2015,1825.18,3591.15
Rice,2022,2763.84,3464.87
Maize,2014,5038.1,2080.24
Cotton,2023,4626.96,2163.53
Pulses,2017,2517.93,3815.78
Maize,2018,3867.0,1573.19
Maize,2021,3839.57,1798.38
Oilseeds,2010,5368.77,2134.28
Maize,2017,909.44,5493.91
Sugarcane,2022,2146.4,4439.75
Cotton,2011,4498.19,910.72
Wheat,2015,4167.17,1267.54
Cotton,2017,2575.62,1558.86
Maize,2019,5267.3,3488.38
Maize,2023,4622.05,3043.92
Cotton,2014,3914.84,3262.28
Sugarcane,2024,2076.37,2360.72
Maize,2019,2348.85,1604.88
Rice,2020,4159.79,2371.65
Pulses,2019,5817.86,4894.83
Maize,2014,5237.78,3217.67
Rice,2021,1886.79,3294.18
Cotton,2019,4688.83,3967.21
Sugarcane,2017,5671.22,1148.5
Sugarcane,2016,1311.63,1990.62
Rice,2023,4335.46,1406.94
Maize,2015,1240.9,2215.91
Maize,2019,824.43,988.77
Sugarcane,2013,5872.13,5222.27
Rice,2017,1888.78,5365.95
Sugarcane,2019,4957.11,4476.59
Rice,2011,3702.31,3940.14
Maize,2016,4075.26,2638.1
Oilseeds,2016,1587.81,2474.37
Sugarcane,2022,4736.47,4841.7
Rice,2024,2559.65,1508.71
Oilseeds,2016,3936.78,4385.91
Rice,2021,2873.52,5095.17
Cotton,2017,1732.43,1458.25
Pulses,2012,1505.45,1333.3
Rice,2011,2842.84,5093.29
Rice,2012,838.47,3669.34
Wheat,2019,5812.29,4379.64
Sugarcane,2016,2290.45,3755.58
Sugarcane,2018,4312.71,4810.23
Maize,2017,3775.66,5418.35
Oilseeds,2023,4600.27,3376.5
Wheat,2013,5109.01,4878.29
Oilseeds,2012,5357.04,4391.55
Rice,2021,4286.43,5006.49
Rice,2010,2817.9,4561.06
Wheat,2018,3368.47,961.42
Maize,2014,2707.22,5215.03
Maize,2014,5741.87,4095.16
Pulses,2023,2466.06,1090.46
Pulses,2020,2176.62,1302.32
Oilseeds,2021,3652.86,2263.14
Pulses,2017,1295.78,5280.81
Maize,2010,5399.39,1970.58
Rice,2019,5926.32,4113.2
Maize,2023,2611.68,1538.62
Maize,2011,1402.55,1296.62
Maize,2013,2242.84,3523.3
Oilseeds,2013,2978.04,3037.22
Rice,2011,5161.03,4780.71
Rice,2020,5832.04,4700.26
Rice,2012,4542.45,5439.93
Oilseeds,2016,5648.85,4605.14
Wheat,2018,1740.97,5055.45
Cotton,2010,5631.25,3553.45
Pulses,2020,3809.7,4409.49
Maize,2024,3134.72,3154.34
Cotton,2023,3160.01,2472.49
Pulses,2018,5755.31,2810.63
Pulses,2016,2700.22,1969.59
Maize,2013,1608.36,4862.68
Wheat,2017,3877.87,2827.01
Cotton,2020,1376.85,2509.19
Wheat,2023,4504.22,5272.63
Rice,2010,803.97,1507.37
Pulses,2018,2923.92,2860.71
Wheat,2013,4958.89,5335.1
Rice,2020,2926.95,2682.25
Pulses,2013,4781.39,4492.54
Cotton,2024,4459.13,4013.77
Rice,2017,4282.77,2811.07
Rice,2014,2952.52,5116.99
Maize,2014,5575.75,4614.7
Pulses,2012,2672.45,970.5
Pulses,2011,2784.04,2487.04
Maize,2010,4426.99,1972.26
Rice,2016,4681.22,1664.67
Pulses,2011,2436.16,2033.82
Cotton,2019,4940.35,2884.58
Oilseeds,2022,5099.63,2362.67
Cotton,2010,1036.22,5156.25
Pulses,2012,3242.01,1145.46
Oilseeds,2012,4229.92,2401.78
Oilseeds,2020,2102.94,3029.46
Wheat,2022,4243.29,1665.09
Pulses,2021,1720.41,1747.2
Sugarcane,2017,853.82,1383.68
Rice,2023,3820.6,4576.47
Maize,2011,1147.12,967.0
Pulses,2018,3149.53,4526.65
Cotton,2024,3057.28,3979.75
Cotton,2016,5750.91,4125.62
Oilseeds,2015,1427.71,4428.82
Cotton,2011,3402.81,1295.79
Cotton,2013,4885.0,1581.86
Cotton,2014,1349.71,3442.69
Wheat,2011,4134.88,1572.1
Sugarcane,2016,5787.62,2518.18
Rice,2013,877.36,3826.52
Sugarcane,2018,3232.77,1040.31
Rice,2015,5245.65,3369.2
Cotton,2018,1750.93,2473.66
Wheat,2016,3995.03,3804.21
Maize,2014,3739.64,3556.4
Cotton,2020,4382.45,2797.41
Sugarcane,2014,4589.48,2885.95
Rice,2016,3906.77,2897.42
Cotton,2018,4802.52,4344.71
Maize,2023,1992.56,1397.45
Pulses,2017,5342.87,2673.6
Cotton,2017,5542.92,3160.93
Sugarcane,2010,1984.84,1365.89
Wheat,2022,5948.8,1599.84
Sugarcane,2021,4885.7,4896.99
Maize,2016,1321.02,3164.12
Rice,2010,2810.81,3888.38
Rice,2016,838.98,1696.07
Maize,2021,3151.72,3889.42
Oilseeds,2022,4377.23,969.62
Wheat,2018,2687.7,2562.31
Pulses,2011,1629.53,4818.0
Pulses,2022,5779.71,1608.42
Rice,2012,1594.17,948.25
Cotton,2014,5858.07,2215.63
Pulses,2023,4282.07,1082.31
Cotton,2012,1514.49,2778.05
Oilseeds,2016,5174.66,2958.53
Rice,2013,5364.17,4485.1
Maize,2012,1576.18,4987.27
Pulses,2010,3827.59,1838.95
Maize,2012,5399.88,4802.3
Sugarcane,2010,4817.39,2412.01
Cotton,2011,1874.22,2924.53
Rice,2011,1303.74,2294.65
Cotton,2012,3824.75,3661.01
Wheat,2019,3305.01,4783.44
Maize,2010,5838.56,2285.27
Wheat,2023,3040.93,1961.28
Pulses,2024,1548.01,2278.03
Pulses,2012,2773.04,3305.39
Maize,2021,1051.47,5094.77
Maize,2012,3254.47,4006.1
Wheat,2010,5943.36,1228.52
Cotton,2013,4424.01,1270.77
Cotton,2016,2790.19,4954.36
Sugarcane,2023,5508.88,4722.3
Pulses,2017,2349.95,5240.75
Rice,2012,3446.49,2429.53
Wheat,2013,5070.63,3161.71
Cotton,2019,4425.41,4122.52
Wheat,2018,1064.79,2353.89
Rice,2016,5430.22,2098.87
Pulses,2017,4060.08,1789.94
Wheat,2015,5935.77,4850.56
Oilseeds,2023,5514.71,4475.1
Pulses,2019,3213.65,3049.11
Oilseeds,2023,4780.87,4974.65
Pulses,2020,4718.15,5436.76
Cotton,2020,997.43,1443.2
Rice,2021,3533.18,2375.9
Oilseeds,2020,3057.53,4865.8
Cotton,2012,2074.44,3934.7
Cotton,2017,1080.04,3658.94
Pulses,2014,4013.06,3451.09
Maize,2012,3000.18,3029.65
Sugarcane,2012,915.51,4257.54
Oilseeds,2012,5909.82,1105.1
Cotton,2014,5975.77,3560.11
Sugarcane,2020,5570.05,3851.19
Maize,2020,2407.5,2583.57
Cotton,2020,4365.47,3189.81
Oilseeds,2016,4967.22,1662.05
Wheat,2021,1615.97,4597.61
Sugarcane,2012,3318.23,3472.83
Oilseeds,2015,4636.09,3449.72
Cotton,2024,2350.51,5047.14
Rice,2024,1309.04,2899.57
Wheat,2019,3661.45,3129.87
Oilseeds,2016,2936.4,3049.45
Oilseeds,2014,3147.74,2041.02
Pulses,2015,5103.98,2024.47
Wheat,2018,2910.73,4370.45
Rice,2018,3835.11,1300.4
Sugarcane,2021,5368.94,4418.62
Wheat,2011,4153.08,3017.39
Wheat,2024,4606.28,1001.32
Sugarcane,2023,4147.04,1889.98
Cotton,2022,2797.56,4827.96
Maize,2024,1377.71,4656.78
Rice,2013,2803.45,1001.42
Oilseeds,2014,3954.29,5281.3
Pulses,2019,949.53,1627.81
Wheat,2010,4999.69,4722.84
Sugarcane,2023,5417.96,4865.33
Cotton,2011,963.28,3953.17
Cotton,2013,3690.93,2544.09
Rice,2021,5705.37,2788.75
Cotton,2012,3250.55,3544.54
Maize,2014,5347.03,4810.23
Pulses,2012,1818.22,5192.17
Oilseeds,2024,1239.75,5377.3
Cotton,2017,5216.55,1752.09
Pulses,2013,3257.98,3620.65
Cotton,2010,2548.98,902.13
Rice,2021,3660.14,5307.2
Wheat,2021,4606.92,4734.55
Rice,2023,3321.6,1040.67
Rice,2011,2611.44,2932.02
Cotton,2023,5483.18,1014.88
Rice,2015,4035.23,5292.28
Maize,2018,4007.92,1108.62
Pulses,2019,3889.21,5393.32
Maize,2018,2636.38,4042.57
Cotton,2014,5764.86,3343.87
Maize,2013,5737.67,1731.39
Pulses,2015,4481.65,3659.37
Maize,2013,2863.73,5271.46
Maize,2024,2275.15,4252.83
Oilseeds,2013,5823.04,3576.63
Pulses,2023,2781.54,2607.97
Wheat,2013,2566.5,4064.38
Cotton,2013,5717.36,5239.87
Maize,2020,2203.72,4563.82
Sugarcane,2017,2296.19,4806.96
Rice,2017,2895.35,5234.49
Maize,2011,5722.23,2576.04
Maize,2010,1641.16,2168.38
Maize,2012,4006.16,5493.11
Cotton,2022,4079.53,993.29
Maize,2024,4592.86,1196.07
Rice,2018,2223.73,3276.35
Pulses,2023,2356.95,923.58
Sugarcane,2014,2073.26,1928.23
Maize,2017,3329.48,2804.48
Rice,2020,3080.03,4256.49
Wheat,2021,4086.53,4685.46
Pulses,2021,4504.66,2418.77
Wheat,2014,5018.68,1163.01
Pulses,2019,3148.52,3149.47
Rice,2022,4030.83,1785.08
Sugarcane,2014,1955.0,1036.63
Sugarcane,2010,4409.97,2176.36
Oilseeds,2024,5919.51,2833.34
Wheat,2018,5127.11,1957.96
Rice,2018,2737.42,2785.75
Rice,2022,3325.22,1351.8
Cotton,2019,1451.64,4860.58
Wheat,2020,3355.15,3772.5
Wheat,2014,3294.29,1924.28
Cotton,2024,3051.25,3583.87
Oilseeds,2012,2922.79,3311.47
Sugarcane,2022,860.27,3856.37
Maize,2022,1347.73,4062.83
Pulses,2017,1941.81,3860.33
Pulses,2018,2817.43,1139.22
Maize,2016,4138.72,3065.78
Pulses,2012,1352.0,4548.38
Pulses,2018,4888.78,4120.78
Maize,2015,3164.53,4566.84
Cotton,2017,1371.56,3874.06
Wheat,2018,4588.84,4118.38
Maize,2010,807.8,4177.08
Wheat,2021,5203.7,2187.36
Pulses,2011,5416.3,3683.89
Sugarcane,2023,4184.99,1067.28
Pulses,2016,5192.24,4314.34
Maize,2012,2713.05,2829.63
Cotton,2010,5518.84,5271.05
Maize,2018,1507.56,3233.77
Oilseeds,2010,3022.85,2615.89
Oilseeds,2012,2761.1,1286.23
Pulses,2024,5252.61,3107.0
Oilseeds,2024,1031.33,1868.79
Cotton,2023,3270.65,2336.86
Cotton,2014,3714.71,5262.43
Maize,2011,4040.0,2158.07
Pulses,2015,2369.45,2279.68
Rice,2013,5763.77,3119.7
Wheat,2011,5574.14,4275.39
Maize,2018,3235.82,2407.47
Cotton,2019,5330.13,1787.19
Maize,2021,2826.52,3916.47
Cotton,2022,1305.99,1131.24
Oilseeds,2024,1686.8,3817.82
Oilseeds,2023,4830.21,4520.64
Cotton,2014,2174.35,3854.21
Maize,2019,5270.42,2951.53
Sugarcane,2024,5479.35,4201.0
Cotton,2012,1927.37,985.63
Rice,2011,841.76,3512.4
Pulses,2014,2903.02,3343.18
Wheat,2024,841.33,5431.28
Wheat,2012,2097.62,4280.9
Maize,2010,3405.61,2609.93
Cotton,2012,3164.42,3049.68
Rice,2021,4106.45,1331.81
Maize,2019,948.85,1644.24
Oilseeds,2020,3260.55,4252.96
Sugarcane,2010,2967.06,4326.11
Cotton,2017,2057.35,2326.62
Cotton,2024,4374.34,3853.6
Maize,2011,2495.87,3523.04
Sugarcane,2011,3377.33,1967.58
Rice,2016,1804.34,4180.34
Maize,2010,1731.96,2665.71
Sugarcane,2021,3762.84,2706.14
Cotton,2011,1267.53,3809.64
Cotton,2011,5615.21,2041.83
Cotton,2015,5863.9,4386.61
Sugarcane,2020,1507.43,988.48
Oilseeds,2010,1706.0,1823.27
Cotton,2022,3478.71,4487.84
Pulses,2014,2217.57,4947.09
Oilseeds,2014,2155.64,3763.07
Sugarcane,2020,4338.44,4937.82
Cotton,2010,4827.06,1522.17
Wheat,2014,3350.01,3882.45
Cotton,2017,2138.42,4003.66
Pulses,2011,5481.1,4782.72
Maize,2010,4452.38,1960.82
Oilseeds,2024,4266.82,1317.7
Sugarcane,2016,4076.92,1959.29
Pulses,2012,5422.61,3681.36
Cotton,2012,1734.8,5298.47
Wheat,2013,3933.54,2533.61
Sugarcane,2012,3435.03,2689.82
Wheat,2014,3389.71,3498.48
Sugarcane,2021,1443.03,3195.91
Wheat,2016,1716.6,1558.81
Wheat,2015,3626.9,2826.33
Wheat,2018,2169.74,5159.8
Sugarcane,2021,5719.77,2105.09
Pulses,2019,1821.74,4736.59
Oilseeds,2023,3672.11,2507.62
Cotton,2020,2986.69,4562.25
Pulses,2016,3718.32,4036.11
Sugarcane,2023,3303.5,3936.8
Maize,2020,2128.98,1867.4
Wheat,2020,5734.14,1289.36
Wheat,2022,1447.41,4314.66
Pulses,2010,1339.36,5267.48
Sugarcane,2010,5739.36,3860.1
Cotton,2022,3016.0,5280.96
Cotton,2013,3104.33,1042.77
Pulses,2012,2013.35,4238.23
Oilseeds,2018,3512.76,3366.39
Pulses,2011,1983.51,3567.49
Maize,2018,5737.87,1983.91
Cotton,2017,1319.4,4181.02
Pulses,2018,2656.05,3009.15
Sugarcane,2022,3454.24,4836.66
Oilseeds,2012,5309.66,3087.24
Rice,2020,983.01,3930.59
Oilseeds,2010,3701.7,1773.74
Sugarcane,2024,1478.65,4930.05
Rice,2017,1290.11,2629.81
Wheat,2011,5698.62,5425.23
Sugarcane,2014,950.96,2883.86
Rice,2011,2174.41,2321.48
Wheat,2010,5682.36,4141.1
Rice,2012,2749.48,1501.74
Cotton,2020,2713.09,1757.08
Wheat,2022,2408.48,1046.14
Wheat,2024,2106.05,1559.78
Oilseeds,2020,1782.86,3957.65
Sugarcane,2021,2047.5,3474.19
Pulses,2019,966.83,5152.6
Maize,2024,2640.74,4480.81
Pulses,2023,1056.03,4790.69
Pulses,2012,4012.89,3151.85
Rice,2021,4938.65,1599.64
Maize,2022,1610.6,3836.04
Cotton,2020,4977.74,5066.63
Sugarcane,2024,1076.35,4016.96
Sugarcane,2018,3014.6,5299.55
Pulses,2020,5189.05,4334.0
Wheat,2021,4462.27,1756.61
Oilseeds,2023,2865.67,5099.18
Cotton,2019,4502.01,4603.25
Oilseeds,2010,1259.45,2628.29
Pulses,2010,1788.12,1665.72
Sugarcane,2018,4747.26,3629.64
Sugarcane,2015,3304.54,1855.74
Sugarcane,2018,2499.93,5094.75
Wheat,2019,1248.61,3641.7
Rice,2014,2824.13,1010.77
Rice,2011,2401.93,3021.25
Wheat,2014,1493.51,4524.07
Maize,2012,3481.6,3382.18
Maize,2022,1578.96,3386.06
Rice,2011,5425.19,4228.28
Oilseeds,2023,5973.38,3458.89
Cotton,2018,1605.5,3847.42
Pulses,2024,1488.75,1171.2
Wheat,2023,3311.2,3814.83
Oilseeds,2020,5889.33,1942.14
Cotton,2017,3121.49,4523.53
Rice,2013,2912.45,2914.35
Oilseeds,2018,5767.52,1891.17
Cotton,2013,3159.17,1187.88
Maize,2017,4950.3,2118.13
Oilseeds,2023,3068.88,4879.27
Pulses,2016,4443.87,3946.28
Pulses,2022,5582.76,2982.71
Maize,2018,4174.94,2426.67
Rice,2013,5845.97,2394.56
Wheat,2023,4614.41,2778.64
Wheat,2021,1128.45,1006.56
Oilseeds,2011,1004.99,3867.76
Pulses,2010,1548.43,2489.02
Maize,2010,1545.75,3437.34
Oilseeds,2023,944.88,3226.86
Sugarcane,2019,2747.18,2680.62
Sugarcane,2016,5961.97,3870.31
Wheat,2011,3835.59,5063.94
Rice,2023,4645.08,5287.04
Pulses,2017,3153.97,2053.21
Rice,2022,1716.7,4753.09
Wheat,2014,2626.26,1053.87
Maize,2011,1960.45,2201.61
Rice,2013,3669.84,2086.04
Wheat,2015,3229.55,1788.96
Rice,2012,5236.61,1769.53
Pulses,2017,1900.22,2115.51
Wheat,2021,3779.65,4157.71
Rice,2015,908.22,2768.82
Oilseeds,2016,4953.75,5034.47
Wheat,2023,3711.56,4664.63
Cotton,2021,1132.76,2024.67
Wheat,2024,5041.85,4836.06
Maize,2019,1123.63,4874.06
Cotton,2021,3040.17,3313.05
Wheat,2022,5301.97,1769.21
Wheat,2010,1104.03,3276.69
Cotton,2020,2119.08,1018.48
Rice,2014,2402.23,955.92
Cotton,2021,3669.26,3222.83
Rice,2012,3351.7,5108.99
Rice,2013,5193.32,1518.24
Cotton,2014,5462.24,2589.7
Maize,2010,2614.04,3152.07
Rice,2011,5479.97,3344.1
Wheat,2023,2841.91,4667.6
Sugarcane,2013,4855.24,1639.83
Rice,2015,3838.1,1008.96
Sugarcane,2019,5031.74,4253.89
Cotton,2020,3963.98,4811.37
Pulses,2017,4942.72,2752.49
Rice,2015,3819.54,5299.77
Pulses,2024,1409.67,3327.6
Maize,2011,4902.04,4060.99
Pulses,2017,4403.45,3193.36
Sugarcane,2021,4839.21,1875.07
Sugarcane,2022,1301.76,2396.27
Sugarcane,2024,4386.63,5298.68
Sugarcane,2022,4830.55,3320.38
Sugarcane,2013,2722.73,5274.33
Wheat,2016,5752.85,2485.14
Sugarcane,2014,4323.13,5457.19
Sugarcane,2019,1108.18,3888.03
Cotton,2016,4273.43,4625.61
Oilseeds,2013,874.96,1420.82
Wheat,2016,1662.19,4964.53
Wheat,2016,2811.45,993.56
Wheat,2018,2515.92,1201.77
Maize,2017,4549.87,2543.31
Oilseeds,2017,2362.69,2282.84
Sugarcane,2021,4849.5,1739.41
Cotton,2024,2228.65,4487.36
Oilseeds,2016,3667.21,2797.72
Wheat,2013,4095.78,4991.68
Cotton,2016,5677.45,1035.03
Cotton,2024,948.42,2468.83
Maize,2024,2411.15,1742.31
Rice,2010,1855.58,2918.61
Maize,2022,4398.21,5482.74
Pulses,2013,3242.97,4960.46
Rice,2014,3592.72,3856.06
Rice,2018,1215.66,1858.14
Oilseeds,2019,3726.14,3855.7
Rice,2016,2365.26,1928.65
Maize,2024,4824.8,1195.36
Maize,2020,2687.61,4088.86
Wheat,2020,992.09,4507.75
Pulses,2010,1135.75,2161.07
Pulses,2016,2393.27,1697.66
Sugarcane,2015,2500.72,4619.02
Wheat,2011,4354.95,1504.15
Maize,2022,2324.42,5351.08
Cotton,2023,4793.12,962.06
Oilseeds,2014,3680.38,3550.76
Pulses,2010,2383.84,3588.05
Cotton,2015,2132.02,3173.28
Wheat,2020,2482.44,4374.83
Wheat,2015,2414.6,3721.0
Rice,2022,3868.35,5359.64
Pulses,2012,4877.18,1232.78
Rice,2018,1958.46,2744.92
Pulses,2020,4879.15,3159.82
Rice,2012,989.84,4115.06
Oilseeds,2023,2439.68,1136.33
Rice,2013,2604.07,4565.97
Cotton,2021,1026.89,1467.03
Pulses,2021,3609.9,908.23
Pulses,2022,1078.2,3028.01
Sugarcane,2017,4187.91,1865.13
Oilseeds,2017,4204.2,5287.44
Oilseeds,2010,1735.11,4006.32
Maize,2010,1217.18,4712.14
Oilseeds,2015,1253.31,5188.8
Rice,2020,2187.12,1310.78
Wheat,2023,4881.59,3600.03
Pulses,2013,3818.87,3113.78
Maize,2016,3875.71,4125.7
Maize,2022,3347.59,4039.77
Maize,2016,3945.92,4936.6
Oilseeds,2010,5755.02,2897.17
Wheat,2014,5256.74,1501.96
Pulses,2018,986.43,4417.17
Pulses,2010,2769.78,1227.93
Pulses,2024,4793.29,2465.99
Oilseeds,2015,5837.96,4879.91
