state,district,crop,season,year,area_hectares,production_tonnes,yield_tonnes_per_hectare
Telangana,District_49,Oilseeds,Kharif,2011,1370.69,10316.59,7.53
Madhya Pradesh,District_38,Oilseeds,Kharif,2021,2403.36,19747.2,8.22
Andhra Pradesh,District_23,Oilseeds,Zaid,2013,2127.92,16065.1,7.55
Maharashtra,District_22,Sugarcane,Rabi,2010,1687.45,2290.01,1.36
Karnataka,District_4,Maize,Kharif,2020,574.09,14373.46,25.04
Andhra Pradesh,District_49,Wheat,Zaid,2015,2448.21,16228.38,6.63
Andhra Pradesh,District_9,Oilseeds,Rabi,2024,4258.53,8343.84,1.96
Telangana,District_4,Oilseeds,Kharif,2021,3664.61,6669.94,1.82
Uttar Pradesh,District_7,Cotton,Kharif,2014,3616.85,11733.84,3.24
Uttar Pradesh,District_23,Pulses,Zaid,2022,1862.15,10431.16,5.6
Punjab,District_2,Oilseeds,Rabi,2016,3556.67,5377.75,1.51
Telangana,District_49,Sugarcane,Kharif,2021,2354.38,8007.82,3.4
Maharashtra,District_24,Cotton,Zaid,2015,793.87,10934.31,13.77
Uttar Pradesh,District_40,Maize,Kharif,2023,2124.3,11640.49,5.48
Karnataka,District_31,Sugarcane,Rabi,2023,707.06,10681.82,15.11
Madhya Pradesh,District_47,Sugarcane,Kharif,2012,616.69,16937.54,27.47
Telangana,District_31,Sugarcane,Rabi,2014,164.14,731.73,4.46
Madhya Pradesh,District_47,Pulses,Kharif,2012,1450.13,6726.38,4.64
Andhra Pradesh,District_40,Oilseeds,Kharif,2018,1687.83,15021.69,8.9
Karnataka,District_48,Rice,Zaid,2011,3512.25,13070.47,3.72
Karnataka,District_43,Sugarcane,Kharif,2015,2713.12,18373.51,6.77
Andhra Pradesh,District_34,Cotton,Rabi,2018,4299.33,11801.62,2.74
Telangana,District_24,Cotton,Zaid,2019,923.53,12799.2,13.86
Andhra Pradesh,District_49,Maize,Rabi,2016,1366.49,14128.45,10.34
Madhya Pradesh,District_26,Wheat,Rabi,2014,4708.33,3805.39,0.81
Punjab,District_16,Wheat,Zaid,2011,2248.02,15089.56,6.71
Karnataka,District_47,Rice,Rabi,2011,3955.8,6067.8,1.53
Tamil Nadu,District_13,Pulses,Kharif,2013,2486.23,8547.57,3.44
Tamil Nadu,District_15,Oilseeds,Zaid,2019,2381.87,378.73,0.16
Madhya Pradesh,District_27,Pulses,Kharif,2021,783.18,16886.96,21.56
Maharashtra,District_4,Oilseeds,Kharif,2011,4263.44,19074.51,4.47
Uttar Pradesh,District_16,Sugarcane,Rabi,2021,437.86,1297.8,2.96
Andhra Pradesh,District_30,Oilseeds,Rabi,2022,1585.79,12740.48,8.03
Andhra Pradesh,District_44,Rice,Kharif,2022,3383.67,19219.5,5.68
Maharashtra,District_30,Maize,Zaid,2017,2560.92,12177.33,4.76
Maharashtra,District_36,Maize,Kharif,2019,4412.82,15979.22,3.62
Madhya Pradesh,District_3,Wheat,Kharif,2016,244.52,2450.76,10.02
Madhya Pradesh,District_22,Maize,Rabi,2016,3264.57,4972.51,1.52
Maharashtra,District_49,Sugarcane,Rabi,2012,2413.45,6980.12,2.89
Karnataka,District_22,Cotton,Kharif,2016,813.84,19625.22,24.11
Madhya Pradesh,District_50,Maize,Kharif,2017,3729.1,15657.38,4.2
Punjab,District_50,Rice,Rabi,2014,2085.97,17724.69,8.5
Madhya Pradesh,District_49,Sugarcane,Kharif,2010,2681.33,9792.82,3.65
Andhra Pradesh,District_12,Maize,Rabi,2024,4837.97,14364.43,2.97
Madhya Pradesh,District_21,Pulses,Kharif,2010,2456.84,14658.14,5.97
Karnataka,District_4,Oilseeds,Zaid,2021,4125.7,11421.57,2.77
Maharashtra,District_31,Maize,Zaid,2020,3859.41,17571.59,4.55
Andhra Pradesh,District_44,Pulses,Kharif,2023,3330.64,3249.2,0.98
Madhya Pradesh,District_31,Sugarcane,Rabi,2013,4489.22,1244.64,0.28
Karnataka,District_23,Maize,Kharif,2011,1295.43,6150.72,4.75
Punjab,District_20,Pulses,Kharif,2016,4112.82,1856.61,0.45
Madhya Pradesh,District_15,Cotton,Rabi,2022,1920.05,1300.29,0.68
Karnataka,District_23,Wheat,Kharif,2012,4071.83,8439.89,2.07
Punjab,District_28,Sugarcane,Rabi,2021,2494.25,4090.06,1.64
Maharashtra,District_16,Pulses,Kharif,2013,4295.66,15823.94,3.68
Madhya Pradesh,District_37,Rice,Rabi,2018,4479.48,11637.71,2.6
Punjab,District_21,Maize,Kharif,2011,3008.34,7275.8,2.42
Andhra Pradesh,District_15,Pulses,Zaid,2021,2562.75,5802.23,2.26
Maharashtra,District_17,Oilseeds,Rabi,2017,3927.24,11306.45,2.88
Andhra Pradesh,District_50,Pulses,Zaid,2010,1371.58,8736.64,6.37
Tamil Nadu,District_37,Pulses,Rabi,2012,125.98,1209.13,9.6
Telangana,District_13,Oilseeds,Rabi,2013,2065.12,13337.29,6.46
Madhya Pradesh,District_19,Wheat,Rabi,2023,2563.48,10045.18,3.92
Punjab,District_30,Oilseeds,Rabi,2015,1521.45,5610.3,3.69
Telangana,District_45,Oilseeds,Kharif,2010,1947.64,5879.26,3.02
Telangana,District_18,Rice,Kharif,2023,708.64,9110.41,12.86
Punjab,District_14,Oilseeds,Rabi,2017,1422.59,16569.09,11.65
Maharashtra,District_36,Rice,Kharif,2011,1238.47,8518.71,6.88
Madhya Pradesh,District_36,Cotton,Rabi,2014,1539.88,16807.66,10.91
Tamil Nadu,District_20,Oilseeds,Rabi,2015,1530.32,8554.78,5.59
Andhra Pradesh,District_19,Wheat,Zaid,2017,2816.89,16615.27,5.9
Karnataka,District_45,Oilseeds,Rabi,2012,1290.45,18637.45,14.44
Andhra Pradesh,District_44,Pulses,Rabi,2021,4707.76,509.42,0.11
Karnataka,District_7,Sugarcane,Kharif,2018,2580.81,1338.78,0.52
Andhra Pradesh,District_44,Wheat,Rabi,2021,688.38,2766.98,4.02
Punjab,District_4,Oilseeds,Rabi,2014,1434.05,2530.2,1.76
Tamil Nadu,District_34,Wheat,Zaid,2017,3662.3,9144.11,2.5
Madhya Pradesh,District_2,Rice,Kharif,2013,117.61,15304.28,130.13
Karnataka,District_5,Cotton,Kharif,2021,4692.2,19230.44,4.1
Madhya Pradesh,District_10,Cotton,Zaid,2018,2253.63,8413.84,3.73
Madhya Pradesh,District_32,Wheat,Rabi,2017,2629.34,13800.77,5.25
Madhya Pradesh,District_42,Wheat,Zaid,2014,4942.64,12746.59,2.58
Uttar Pradesh,District_41,Oilseeds,Kharif,2012,2541.85,7924.35,3.12
Maharashtra,District_13,Maize,Zaid,2010,4741.33,14450.36,3.05
Andhra Pradesh,District_39,Pulses,Kharif,2024,4580.39,11879.83,2.59
Madhya Pradesh,District_5,Rice,Zaid,2014,4709.51,15222.8,3.23
Andhra Pradesh,District_10,Pulses,Rabi,2014,4071.25,3953.61,0.97
Madhya Pradesh,District_10,Sugarcane,Rabi,2013,1517.17,7269.4,4.79
Karnataka,District_38,Sugarcane,Kharif,2019,1764.59,13457.32,7.63
Maharashtra,District_27,Cotton,Zaid,2019,1856.67,2583.59,1.39
Maharashtra,District_21,Rice,Kharif,2017,4896.95,15430.91,3.15
Punjab,District_8,Pulses,Rabi,2012,1835.74,2755.45,1.5
Uttar Pradesh,District_1,Cotton,Kharif,2021,588.01,6556.64,11.15
Punjab,District_28,Sugarcane,Rabi,2019,3902.73,4826.82,1.24
Punjab,District_49,Wheat,Kharif,2018,1862.01,1313.61,0.71
Punjab,District_39,Rice,Zaid,2012,3123.63,5486.07,1.76
Punjab,District_14,Rice,Rabi,2013,4625.58,18239.07,3.94
Punjab,District_21,Pulses,Kharif,2015,2898.75,635.88,0.22
Tamil Nadu,District_30,Oilseeds,Rabi,2018,3206.62,434.9,0.14
Maharashtra,District_21,Maize,Zaid,2019,3232.17,14114.91,4.37
Punjab,District_49,Pulses,Rabi,2011,3081.38,7400.71,2.4
Madhya Pradesh,District_9,Wheat,Zaid,2011,840.86,4671.85,5.56
Maharashtra,District_17,Oilseeds,Rabi,2011,2309.26,10226.56,4.43
Maharashtra,District_5,Oilseeds,Zaid,2014,87.94,5406.84,61.48
Telangana,District_31,Oilseeds,Rabi,2015,3150.01,7901.16,2.51
Tamil Nadu,District_40,Wheat,Zaid,2012,2898.02,14335.19,4.95
Punjab,District_38,Cotton,Kharif,2012,1624.78,2426.45,1.49
Andhra Pradesh,District_43,Rice,Kharif,2011,2643.28,19197.16,7.26
Karnataka,District_19,Cotton,Rabi,2020,2490.64,946.32,0.38
Uttar Pradesh,District_36,Wheat,Zaid,2015,1292.03,16150.09,12.5
Madhya Pradesh,District_50,Maize,Kharif,2010,1501.77,14519.36,9.67
Andhra Pradesh,District_33,Rice,Rabi,2018,3824.58,5713.58,1.49
Tamil Nadu,District_13,Wheat,Kharif,2024,3790.87,2454.62,0.65
Karnataka,District_14,Maize,Zaid,2020,2375.42,17062.26,7.18
Tamil Nadu,District_33,Pulses,Rabi,2019,3601.67,13624.27,3.78
Madhya Pradesh,District_29,Sugarcane,Zaid,2013,2281.47,5888.54,2.58
Maharashtra,District_43,Oilseeds,Zaid,2023,4264.3,436.89,0.1
Karnataka,District_49,Wheat,Zaid,2011,1697.39,18775.96,11.06
Maharashtra,District_36,Sugarcane,Kharif,2022,4640.1,8144.64,1.76
Madhya Pradesh,District_44,Cotton,Rabi,2021,2734.3,3607.71,1.32
Andhra Pradesh,District_10,Sugarcane,Zaid,2015,2701.65,18245.5,6.75
Madhya Pradesh,District_31,Wheat,Kharif,2014,3370.51,7244.51,2.15
Andhra Pradesh,District_6,Sugarcane,Zaid,2012,1737.24,9318.71,5.36
Karnataka,District_1,Oilseeds,Kharif,2022,3635.43,14002.51,3.85
Karnataka,District_7,Rice,Rabi,2012,1636.1,16406.43,10.03
Punjab,District_27,Wheat,Rabi,2014,2017.82,2093.54,1.04
Tamil Nadu,District_21,Maize,Rabi,2013,3389.78,17983.61,5.31
Punjab,District_28,Sugarcane,Rabi,2014,1923.32,18657.54,9.7
Tamil Nadu,District_16,Rice,Zaid,2011,1039.87,5259.47,5.06
Punjab,District_46,Oilseeds,Kharif,2020,4365.91,9998.02,2.29
Maharashtra,District_23,Cotton,Rabi,2010,4614.67,17171.72,3.72
Karnataka,District_20,Cotton,Zaid,2014,3152.32,9798.23,3.11
Andhra Pradesh,District_38,Oilseeds,Rabi,2020,4065.2,9691.29,2.38
Tamil Nadu,District_25,Sugarcane,Rabi,2010,4933.93,12408.61,2.51
Madhya Pradesh,District_28,Cotton,Rabi,2012,3093.14,15372.04,4.97
Tamil Nadu,District_5,Maize,Kharif,2017,4548.52,13345.79,2.93
Andhra Pradesh,District_21,Wheat,Kharif,2024,1828.31,12568.68,6.87
Punjab,District_18,Rice,Kharif,2020,3517.34,7496.26,2.13
Tamil Nadu,District_47,Pulses,Rabi,2017,326.24,12638.47,38.74
Uttar Pradesh,District_6,Sugarcane,Zaid,2018,3955.41,2155.13,0.54
Maharashtra,District_29,Cotton,Zaid,2010,4157.53,8250.21,1.98
Karnataka,District_19,Wheat,Zaid,2013,2035.82,3848.19,1.89
Andhra Pradesh,District_33,Pulses,Rabi,2015,3212.83,10797.6,3.36
Karnataka,District_1,Maize,Kharif,2016,4298.89,5314.7,1.24
Uttar Pradesh,District_45,Cotton,Zaid,2014,4423.86,10168.1,2.3
Tamil Nadu,District_3,Cotton,Rabi,2022,577.33,15568.77,26.97
Tamil Nadu,District_42,Rice,Rabi,2016,4146.06,8736.45,2.11
Madhya Pradesh,District_21,Maize,Zaid,2020,1407.5,4452.7,3.16
Uttar Pradesh,District_35,Maize,Zaid,2024,3650.17,4537.34,1.24
Andhra Pradesh,District_41,Sugarcane,Rabi,2019,1659.56,18134.46,10.93
Madhya Pradesh,District_40,Pulses,Zaid,2017,328.83,15640.0,47.56
Maharashtra,District_3,Rice,Rabi,2019,1088.86,827.8,0.76
Madhya Pradesh,District_25,Sugarcane,Zaid,2015,2072.93,18860.18,9.1
Telangana,District_45,Rice,Kharif,2020,3719.08,2340.05,0.63
Andhra Pradesh,District_38,Maize,Rabi,2013,548.48,13093.55,23.87
Telangana,District_45,Rice,Kharif,2010,4074.02,11074.91,2.72
Uttar Pradesh,District_20,Rice,Zaid,2020,4984.91,1028.79,0.21
Punjab,District_44,Rice,Rabi,2014,3951.88,5973.95,1.51
Telangana,District_45,Wheat,Zaid,2019,2395.0,15539.49,6.49
Maharashtra,District_34,Wheat,Rabi,2019,2862.39,6206.91,2.17
Madhya Pradesh,District_21,Pulses,Zaid,2019,80.49,9658.61,120.0
Punjab,District_48,Pulses,Kharif,2013,1085.91,13989.22,12.88
Madhya Pradesh,District_23,Oilseeds,Kharif,2014,4499.99,1524.3,0.34
Telangana,District_6,Maize,Zaid,2013,157.56,16668.85,105.79
Madhya Pradesh,District_13,Rice,Kharif,2018,4528.74,927.47,0.2
Uttar Pradesh,District_49,Maize,Kharif,2012,610.6,5321.51,8.72
Punjab,District_23,Wheat,Zaid,2012,708.72,15285.04,21.57
Uttar Pradesh,District_9,Rice,Rabi,2024,917.98,18246.32,19.88
Telangana,District_17,Sugarcane,Zaid,2019,4006.96,15230.84,3.8
Uttar Pradesh,District_2,Wheat,Rabi,2016,2417.02,4617.29,1.91
Maharashtra,District_19,Wheat,Kharif,2011,768.72,19715.9,25.65
Telangana,District_19,Wheat,Kharif,2018,3449.67,8325.35,2.41
Telangana,District_7,Oilseeds,Kharif,2017,4706.41,7591.38,1.61
Telangana,District_42,Rice,Kharif,2021,2883.63,17318.19,6.01
Andhra Pradesh,District_42,Pulses,Kharif,2023,538.57,1417.56,2.63
Madhya Pradesh,District_20,Cotton,Rabi,2015,321.02,11166.02,34.78
Andhra Pradesh,District_9,Sugarcane,Rabi,2023,3989.57,19315.95,4.84
Andhra Pradesh,District_17,Sugarcane,Rabi,2022,3149.11,2092.59,0.66
Maharashtra,District_27,Maize,Zaid,2018,4617.15,10862.9,2.35
Punjab,District_47,Rice,Kharif,2020,2758.89,2735.89,0.99
Madhya Pradesh,District_2,Pulses,Kharif,2012,358.86,17810.56,49.63
Uttar Pradesh,District_36,Wheat,Kharif,2013,2048.25,11796.19,5.76
Tamil Nadu,District_19,Cotton,Zaid,2016,3307.05,4768.61,1.44
Telangana,District_17,Rice,Zaid,2010,1955.18,6210.16,3.18
Uttar Pradesh,District_5,Rice,Zaid,2022,4997.98,10380.96,2.08
Telangana,District_39,Oilseeds,Kharif,2010,2056.62,14534.43,7.07
Maharashtra,District_18,Pulses,Rabi,2010,2753.87,9801.13,3.56
Telangana,District_7,Cotton,Zaid,2021,1165.69,3866.39,3.32
Andhra Pradesh,District_17,Wheat,Zaid,2017,803.08,14191.81,17.67
Madhya Pradesh,District_39,Rice,Rabi,2022,3244.26,2455.44,0.76
Tamil Nadu,District_36,Sugarcane,Zaid,2015,2963.63,16207.21,5.47
Karnataka,District_40,Sugarcane,Rabi,2012,71.48,7972.44,111.53
Telangana,District_45,Cotton,Kharif,2019,1459.67,13088.94,8.97
Uttar Pradesh,District_4,Wheat,Rabi,2016,3235.72,6959.53,2.15
Andhra Pradesh,District_38,Cotton,Rabi,2015,4070.63,13414.56,3.3
Karnataka,District_25,Rice,Kharif,2014,1596.22,17794.82,11.15
Tamil Nadu,District_5,Oilseeds,Zaid,2012,3254.81,14057.94,4.32
Karnataka,District_30,Oilseeds,Kharif,2023,1363.03,13461.04,9.88
Andhra Pradesh,District_12,Sugarcane,Zaid,2013,3467.38,15172.48,4.38
Madhya Pradesh,District_4,Oilseeds,Zaid,2024,3504.84,10054.22,2.87
Madhya Pradesh,District_24,Maize,Rabi,2022,694.61,4483.82,6.46
Punjab,District_29,Cotton,Kharif,2022,3342.19,16328.89,4.89
Madhya Pradesh,District_9,Oilseeds,Rabi,2020,1701.16,13004.79,7.64
Punjab,District_4,Maize,Kharif,2020,904.34,6345.04,7.02
Karnataka,District_24,Maize,Kharif,2010,2526.79,5589.82,2.21
Maharashtra,District_14,Pulses,Rabi,2018,2288.87,10048.59,4.39
Uttar Pradesh,District_5,Sugarcane,Zaid,2014,3880.68,4225.38,1.09
Uttar Pradesh,District_18,Cotton,Zaid,2011,468.35,17576.95,37.53
Karnataka,District_42,Maize,Kharif,2021,3959.28,15792.61,3.99
Telangana,District_19,Rice,Zaid,2020,575.11,6235.47,10.84
Telangana,District_12,Oilseeds,Rabi,2018,1076.92,1083.13,1.01
Madhya Pradesh,District_18,Pulses,Rabi,2021,2603.62,1132.17,0.43
Uttar Pradesh,District_17,Wheat,Rabi,2016,2342.71,6012.68,2.57
Uttar Pradesh,District_30,Oilseeds,Kharif,2023,4944.85,3035.4,0.61
Punjab,District_24,Oilseeds,Kharif,2023,2967.89,17479.31,5.89
Maharashtra,District_11,Oilseeds,Zaid,2017,1670.81,8473.58,5.07
Andhra Pradesh,District_35,Pulses,Rabi,2022,4505.74,7025.73,1.56
Telangana,District_23,Wheat,Rabi,2012,1595.46,4436.19,2.78
Uttar Pradesh,District_17,Sugarcane,Kharif,2023,1405.19,16839.9,11.98
Punjab,District_1,Cotton,Kharif,2016,2497.14,15870.09,6.36
Tamil Nadu,District_15,Cotton,Kharif,2020,4570.22,7748.1,1.7
Punjab,District_32,Wheat,Rabi,2010,3557.15,3470.22,0.98
Telangana,District_9,Oilseeds,Rabi,2015,3403.54,19044.57,5.6
Telangana,District_15,Rice,Zaid,2019,3644.08,6385.61,1.75
Punjab,District_28,Wheat,Rabi,2015,3315.22,15444.73,4.66
Andhra Pradesh,District_24,Wheat,Zaid,2020,3810.99,9314.69,2.44
Karnataka,District_35,Cotton,Zaid,2019,1004.17,15654.75,15.59
Telangana,District_22,Maize,Rabi,2021,927.43,9684.02,10.44
Punjab,District_27,Rice,Zaid,2015,1842.71,18518.64,10.05
Uttar Pradesh,District_19,Cotton,Zaid,2012,4262.25,16028.43,3.76
Punjab,District_45,Pulses,Kharif,2015,3586.55,5279.75,1.47
Maharashtra,District_12,Wheat,Rabi,2023,2854.04,8664.52,3.04
Karnataka,District_20,Maize,Zaid,2012,146.26,2101.74,14.37
Tamil Nadu,District_1,Rice,Zaid,2019,1217.22,18079.08,14.85
Andhra Pradesh,District_21,Sugarcane,Zaid,2018,4027.39,1479.0,0.37
Madhya Pradesh,District_49,Rice,Rabi,2016,1250.31,463.01,0.37
Tamil Nadu,District_45,Rice,Kharif,2023,3664.94,9979.02,2.72
Karnataka,District_1,Oilseeds,Kharif,2022,963.94,12102.27,12.56
Karnataka,District_10,Wheat,Rabi,2013,3051.52,4541.97,1.49
Karnataka,District_47,Wheat,Rabi,2012,3159.65,11453.93,3.63
Tamil Nadu,District_32,Sugarcane,Rabi,2015,3772.23,17921.68,4.75
Uttar Pradesh,District_39,Sugarcane,Rabi,2024,2219.79,12559.69,5.66
Karnataka,District_22,Sugarcane,Kharif,2018,3181.74,9169.24,2.88
Punjab,District_18,Cotton,Zaid,2012,2460.5,2974.14,1.21
Tamil Nadu,District_48,Cotton,Zaid,2017,4739.32,3461.94,0.73
Madhya Pradesh,District_46,Wheat,Rabi,2015,2633.31,9738.66,3.7
Karnataka,District_32,Wheat,Rabi,2013,1087.51,9316.12,8.57
Punjab,District_27,Sugarcane,Zaid,2014,3356.07,10495.53,3.13
Uttar Pradesh,District_28,Cotton,Kharif,2012,2764.91,10207.02,3.69
Maharashtra,District_18,Maize,Rabi,2023,4028.96,6891.45,1.71
Uttar Pradesh,District_39,Cotton,Rabi,2011,925.71,13947.69,15.07
Madhya Pradesh,District_49,Wheat,Kharif,2018,1341.65,4323.0,3.22
Karnataka,District_29,Cotton,Kharif,2022,4612.06,17061.34,3.7
Madhya Pradesh,District_18,Wheat,Kharif,2012,4653.63,3968.48,0.85
Tamil Nadu,District_44,Sugarcane,Rabi,2015,2239.17,8376.16,3.74
Telangana,District_8,Oilseeds,Kharif,2014,286.37,4293.79,14.99
Karnataka,District_31,Sugarcane,Rabi,2019,1567.45,12407.21,7.92
Telangana,District_34,Sugarcane,Rabi,2020,1273.26,9604.99,7.54
Punjab,District_7,Maize,Kharif,2017,2102.65,7548.85,3.59
Maharashtra,District_36,Oilseeds,Zaid,2014,1623.11,9555.16,5.89
Andhra Pradesh,District_18,Maize,Kharif,2020,4153.51,8482.69,2.04
Madhya Pradesh,District_38,Wheat,Zaid,2017,65.03,17117.79,263.23
Uttar Pradesh,District_9,Rice,Kharif,2020,3240.93,2572.9,0.79
Maharashtra,District_9,Pulses,Kharif,2014,3338.14,15884.31,4.76
Karnataka,District_46,Maize,Rabi,2020,3320.1,13141.06,3.96
Telangana,District_8,Wheat,Rabi,2019,2626.94,7031.58,2.68
Uttar Pradesh,District_35,Oilseeds,Rabi,2022,3074.97,18390.13,5.98
Telangana,District_18,Cotton,Rabi,2015,4061.95,3621.22,0.89
Tamil Nadu,District_5,Oilseeds,Rabi,2024,3931.77,6274.74,1.6
Telangana,District_14,Sugarcane,Rabi,2014,221.4,7559.34,34.14
Tamil Nadu,District_28,Sugarcane,Rabi,2011,200.66,12991.15,64.74
Punjab,District_30,Sugarcane,Zaid,2019,4202.78,18933.59,4.51
Uttar Pradesh,District_4,Wheat,Zaid,2019,2894.91,11909.61,4.11
Uttar Pradesh,District_39,Sugarcane,Rabi,2015,4789.27,17140.49,3.58
Andhra Pradesh,District_20,Maize,Zaid,2023,2186.38,18108.97,8.28
Karnataka,District_25,Cotton,Kharif,2016,924.87,9382.63,10.14
Tamil Nadu,District_28,Sugarcane,Zaid,2024,2392.51,9501.44,3.97
Andhra Pradesh,District_12,Wheat,Rabi,2012,2210.89,5074.96,2.3
Telangana,District_2,Cotton,Zaid,2012,2610.03,12071.57,4.63
Telangana,District_43,Sugarcane,Kharif,2021,4049.34,2488.55,0.61
Andhra Pradesh,District_14,Rice,Zaid,2016,3295.14,12723.14,3.86
Uttar Pradesh,District_22,Sugarcane,Rabi,2024,967.11,17868.65,18.48
Telangana,District_31,Pulses,Kharif,2020,3685.66,15239.64,4.13
Madhya Pradesh,District_23,Oilseeds,Kharif,2019,2979.89,13018.85,4.37
Punjab,District_48,Maize,Zaid,2013,2912.64,16784.24,5.76
Punjab,District_20,Cotton,Kharif,2024,3407.37,14623.32,4.29
Madhya Pradesh,District_38,Maize,Kharif,2011,2841.63,10640.27,3.74
Andhra Pradesh,District_4,Rice,Kharif,2018,2314.69,10469.18,4.52
Madhya Pradesh,District_15,Rice,Rabi,2024,3219.88,2229.36,0.69
Tamil Nadu,District_24,Pulses,Kharif,2023,3632.45,8744.85,2.41
Tamil Nadu,District_25,Maize,Zaid,2022,1167.55,10496.74,8.99
Andhra Pradesh,District_1,Cotton,Zaid,2018,2510.4,9451.35,3.76
Madhya Pradesh,District_7,Rice,Kharif,2015,2317.95,15542.68,6.71
Tamil Nadu,District_31,Rice,Zaid,2023,247.52,3303.14,13.34
Uttar Pradesh,District_12,Sugarcane,Kharif,2011,4180.47,15918.49,3.81
Madhya Pradesh,District_42,Pulses,Zaid,2012,1918.04,14859.09,7.75
Uttar Pradesh,District_5,Oilseeds,Kharif,2014,409.81,18026.36,43.99
Tamil Nadu,District_44,Wheat,Kharif,2020,2316.6,7531.75,3.25
Punjab,District_50,Oilseeds,Kharif,2020,849.33,3613.21,4.25
Tamil Nadu,District_42,Oilseeds,Rabi,2024,3536.85,15196.71,4.3
Uttar Pradesh,District_38,Rice,Zaid,2014,2880.27,11809.77,4.1
Maharashtra,District_12,Cotton,Kharif,2022,1387.06,14278.6,10.29
Karnataka,District_39,Cotton,Rabi,2018,4754.85,19935.14,4.19
Telangana,District_18,Sugarcane,Rabi,2019,1494.14,3971.34,2.66
Madhya Pradesh,District_2,Cotton,Kharif,2012,2797.23,8279.93,2.96
Maharashtra,District_10,Sugarcane,Kharif,2011,4017.76,3934.67,0.98
Tamil Nadu,District_15,Rice,Kharif,2019,2593.77,17226.4,6.64
Punjab,District_30,Rice,Kharif,2017,4806.24,437.92,0.09
Andhra Pradesh,District_44,Oilseeds,Kharif,2016,4227.08,2790.94,0.66
Tamil Nadu,District_17,Rice,Zaid,2021,4609.04,5032.62,1.09
Punjab,District_4,Rice,Kharif,2018,1894.88,15449.33,8.15
Karnataka,District_7,Wheat,Kharif,2012,2764.36,12606.24,4.56
Tamil Nadu,District_41,Pulses,Zaid,2015,4208.82,7833.39,1.86
Uttar Pradesh,District_31,Oilseeds,Rabi,2014,4522.33,3258.14,0.72
Andhra Pradesh,District_39,Oilseeds,Zaid,2014,4724.6,6500.01,1.38
Punjab,District_34,Pulses,Rabi,2019,4401.8,14894.06,3.38
Punjab,District_6,Wheat,Rabi,2017,3667.24,7700.84,2.1
Punjab,District_50,Rice,Zaid,2010,169.86,9305.65,54.78
Karnataka,District_38,Cotton,Kharif,2010,1609.02,12211.66,7.59
Tamil Nadu,District_45,Sugarcane,Rabi,2012,688.23,18266.46,26.54
Karnataka,District_34,Oilseeds,Kharif,2020,816.06,5077.09,6.22
Madhya Pradesh,District_44,Pulses,Zaid,2011,1489.99,9015.13,6.05
Telangana,District_15,Maize,Rabi,2011,419.97,6275.39,14.94
Telangana,District_14,Sugarcane,Kharif,2011,1253.01,9377.12,7.48
Madhya Pradesh,District_6,Maize,Rabi,2013,4787.05,13959.58,2.92
Tamil Nadu,District_50,Maize,Rabi,2010,1594.12,9693.08,6.08
Uttar Pradesh,District_37,Oilseeds,Zaid,2019,840.58,16707.27,19.88
Karnataka,District_50,Rice,Kharif,2024,3605.59,11109.84,3.08
Andhra Pradesh,District_32,Maize,Kharif,2018,4151.1,7776.73,1.87
Punjab,District_3,Rice,Rabi,2023,1604.49,15668.19,9.77
Punjab,District_3,Wheat,Kharif,2014,1428.56,8683.35,6.08
Tamil Nadu,District_22,Cotton,Rabi,2014,1246.71,10359.5,8.31
Uttar Pradesh,District_22,Maize,Zaid,2018,1996.64,19893.94,9.96
Telangana,District_10,Oilseeds,Zaid,2023,481.8,15749.99,32.69
Telangana,District_3,Cotton,Kharif,2014,3362.19,17117.33,5.09
Punjab,District_12,Rice,Zaid,2022,4120.02,11897.74,2.89
Tamil Nadu,District_29,Maize,Zaid,2022,3335.23,7029.51,2.11
Karnataka,District_48,Sugarcane,Kharif,2020,2134.94,19826.27,9.29
Telangana,District_17,Oilseeds,Rabi,2023,1480.36,4956.0,3.35
Karnataka,District_7,Wheat,Zaid,2017,2076.76,17469.06,8.41
Uttar Pradesh,District_13,Pulses,Kharif,2020,2148.0,18234.9,8.49
Telangana,District_2,Wheat,Kharif,2010,3346.8,16369.34,4.89
Telangana,District_4,Maize,Kharif,2010,4643.9,2370.27,0.51
Maharashtra,District_10,Oilseeds,Zaid,2013,399.4,17096.85,42.81
Telangana,District_39,Wheat,Zaid,2017,4769.1,13309.18,2.79
Madhya Pradesh,District_24,Pulses,Rabi,2012,4555.5,13648.4,3.0
Andhra Pradesh,District_17,Sugarcane,Rabi,2010,632.77,15751.98,24.89
Madhya Pradesh,District_6,Cotton,Rabi,2020,958.75,9861.69,10.29
Tamil Nadu,District_19,Sugarcane,Rabi,2021,1592.4,5416.43,3.4
Tamil Nadu,District_5,Wheat,Rabi,2018,2820.35,11541.15,4.09
Karnataka,District_32,Pulses,Rabi,2018,715.66,2262.64,3.16
Madhya Pradesh,District_10,Cotton,Kharif,2018,1041.66,13528.62,12.99
Madhya Pradesh,District_9,Oilseeds,Rabi,2018,4518.24,9710.52,2.15
Madhya Pradesh,District_27,Pulses,Zaid,2011,591.04,10096.39,17.08
Uttar Pradesh,District_13,Sugarcane,Rabi,2023,2024.45,3797.86,1.88
Telangana,District_19,Rice,Zaid,2023,3826.86,921.53,0.24
Andhra Pradesh,District_21,Rice,Rabi,2020,4448.49,12264.27,2.76
Karnataka,District_24,Cotton,Kharif,2020,1713.41,13210.74,7.71
