state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Punjab,District_9,Black,6.27,132.98,56.99,174.71
Andhra Pradesh,District_2,Red,7.12,373.35,175.51,75.66
Madhya Pradesh,District_6,Alluvial,5.95,441.89,156.13,243.36
Andhra Pradesh,District_37,Red,6.19,416.9,128.49,304.26
Punjab,District_44,Laterite,8.39,330.24,92.21,149.21
Telangana,District_45,Red,6.0,457.79,154.36,312.56
Andhra Pradesh,District_11,Red,8.38,123.16,231.25,179.4
Madhya Pradesh,District_11,Black,7.61,312.43,259.62,226.17
Maharashtra,District_42,Red,8.1,408.94,138.56,184.95
Madhya Pradesh,District_22,Red,6.14,283.35,59.43,352.31
Madhya Pradesh,District_37,Black,6.66,495.0,92.9,349.18
Maharashtra,District_5,Laterite,8.01,107.3,104.15,372.21
Tamil Nadu,District_25,Alluvial,7.86,232.74,267.96,120.19
Tamil Nadu,District_6,Alluvial,7.65,457.08,101.18,225.56
Telangana,District_9,Laterite,6.39,167.95,61.74,304.92
Punjab,District_44,Red,6.92,283.59,171.58,228.84
Andhra Pradesh,District_3,Laterite,6.91,396.15,69.23,309.75
Karnataka,District_26,Laterite,8.34,299.69,74.36,228.45
Telangana,District_17,Alluvial,7.44,252.74,142.46,318.74
Uttar Pradesh,District_15,Alluvial,6.53,108.09,265.21,166.88
Andhra Pradesh,District_3,Red,7.04,416.83,267.86,216.15
Madhya Pradesh,District_29,Laterite,8.16,384.81,243.72,195.24
Maharashtra,District_29,Alluvial,7.67,464.16,81.38,97.76
Telangana,District_31,Alluvial,7.33,462.01,153.71,375.9
Telangana,District_19,Black,7.12,440.72,103.38,130.9
Punjab,District_40,Black,7.02,244.85,84.2,53.98
Andhra Pradesh,District_37,Red,6.86,271.69,228.55,289.8
Maharashtra,District_6,Laterite,8.17,469.4,104.06,164.33
Andhra Pradesh,District_1,Black,5.62,159.73,296.38,177.86
Maharashtra,District_10,Red,6.41,110.2,248.61,381.29
Punjab,District_9,Alluvial,7.63,357.99,249.27,392.79
Maharashtra,District_45,Alluvial,8.13,232.26,228.72,71.85
Tamil Nadu,District_42,Black,8.41,178.07,108.13,64.17
Karnataka,District_39,Black,8.35,268.78,100.27,313.13
Tamil Nadu,District_15,Laterite,6.63,197.55,106.58,384.13
Uttar Pradesh,District_21,Alluvial,8.13,208.99,178.72,117.12
Telangana,District_42,Alluvial,7.15,183.11,83.62,382.5
Uttar Pradesh,District_28,Alluvial,6.61,405.06,228.91,121.74
Telangana,District_20,Alluvial,8.22,485.03,248.73,298.22
Andhra Pradesh,District_49,Alluvial,7.32,355.33,246.68,71.17
Andhra Pradesh,District_33,Laterite,7.81,322.58,299.98,142.89
Andhra Pradesh,District_48,Laterite,6.26,455.21,271.91,184.91
Tamil Nadu,District_33,Red,6.69,109.04,263.05,259.06
Maharashtra,District_45,Alluvial,5.65,185.57,56.15,367.45
Karnataka,District_35,Black,5.88,285.53,225.11,342.45
Telangana,District_4,Alluvial,7.45,142.14,198.49,191.69
Punjab,District_28,Black,6.17,258.09,227.27,234.94
Telangana,District_46,Laterite,6.75,252.79,97.65,288.12
Uttar Pradesh,District_44,Laterite,6.74,478.64,167.52,62.75
Andhra Pradesh,District_36,Red,7.8,165.56,79.1,208.02
Tamil Nadu,District_21,Black,7.2,290.34,291.28,278.53
Punjab,District_5,Red,7.53,143.2,61.04,383.11
Andhra Pradesh,District_14,Red,5.87,414.12,284.26,334.87
Tamil Nadu,District_12,Laterite,7.32,399.71,86.92,108.65
Maharashtra,District_6,Red,7.35,487.39,77.2,303.24
Andhra Pradesh,District_27,Alluvial,7.1,243.19,255.65,103.66
Uttar Pradesh,District_36,Alluvial,5.8,495.82,212.49,206.86
Maharashtra,District_12,Alluvial,7.81,377.35,114.95,287.83
Telangana,District_1,Alluvial,7.13,133.34,87.84,188.83
Telangana,District_6,Red,7.13,116.32,69.19,273.73
Telangana,District_24,Alluvial,8.05,148.69,229.86,379.26
Madhya Pradesh,District_17,Red,6.23,100.1,92.25,219.6
Maharashtra,District_35,Black,7.02,377.16,159.61,324.47
Andhra Pradesh,District_5,Alluvial,7.72,483.09,280.94,107.89
Tamil Nadu,District_39,Black,8.23,117.41,242.54,385.89
Tamil Nadu,District_9,Red,8.05,179.33,186.35,279.93
Uttar Pradesh,District_42,Alluvial,7.82,483.98,222.54,294.94
Punjab,District_16,Alluvial,8.12,199.59,220.54,392.55
Andhra Pradesh,District_8,Black,6.3,442.62,221.55,185.89
Madhya Pradesh,District_18,Red,6.84,178.31,245.33,197.59
Karnataka,District_31,Red,8.44,487.7,280.3,248.55
Uttar Pradesh,District_18,Red,5.55,255.83,279.15,181.17
Madhya Pradesh,District_46,Black,8.47,382.46,89.51,74.32
Uttar Pradesh,District_47,Black,5.81,477.94,222.58,234.85
Punjab,District_42,Red,8.23,210.9,252.01,68.17
Tamil Nadu,District_22,Alluvial,7.19,272.7,109.4,223.76
Tamil Nadu,District_24,Alluvial,6.39,209.43,296.98,79.14
Andhra Pradesh,District_20,Red,8.35,295.48,51.95,333.27
Andhra Pradesh,District_50,Black,7.31,462.19,233.84,145.69
Punjab,District_20,Red,8.17,178.43,197.12,285.35
Andhra Pradesh,District_50,Black,6.65,308.98,68.17,277.99
Karnataka,District_17,Red,7.46,161.3,144.63,160.65
Uttar Pradesh,District_2,Laterite,6.56,262.44,132.37,222.01
Maharashtra,District_46,Red,8.48,180.96,54.21,350.82
Madhya Pradesh,District_34,Red,7.16,191.48,203.86,361.2
Madhya Pradesh,District_38,Laterite,7.62,287.98,99.51,135.29
Punjab,District_16,Alluvial,6.42,396.67,173.22,230.53
Telangana,District_39,Alluvial,7.81,151.15,284.61,253.67
Uttar Pradesh,District_27,Black,6.8,416.18,125.5,351.97
Maharashtra,District_4,Laterite,8.2,495.07,81.47,90.24
Uttar Pradesh,District_18,Black,7.14,222.03,69.46,128.51
Maharashtra,District_10,Black,6.65,179.68,102.66,119.63
Andhra Pradesh,District_2,Alluvial,7.97,111.02,264.92,299.99
Andhra Pradesh,District_18,Alluvial,7.31,177.45,283.82,100.7
Uttar Pradesh,District_31,Alluvial,7.86,339.46,95.88,200.18
Uttar Pradesh,District_36,Laterite,7.6,438.4,272.41,374.25
Andhra Pradesh,District_40,Black,6.92,102.0,279.28,394.84
Telangana,District_26,Alluvial,7.47,352.27,210.07,237.08
Uttar Pradesh,District_43,Black,7.77,158.39,158.49,395.39
Madhya Pradesh,District_12,Alluvial,7.59,419.65,175.35,119.09
Madhya Pradesh,District_3,Red,6.47,187.19,62.31,180.23
Maharashtra,District_38,Red,6.68,126.79,157.38,317.73
Telangana,District_30,Red,8.35,492.23,233.26,244.66
Tamil Nadu,District_36,Red,6.43,285.93,221.09,206.38
Maharashtra,District_18,Black,7.94,250.86,60.74,385.34
Punjab,District_13,Black,6.06,330.23,149.05,151.2
Telangana,District_3,Laterite,6.68,322.32,286.66,328.81
Uttar Pradesh,District_4,Alluvial,6.51,118.37,278.8,93.12
Telangana,District_12,Alluvial,7.35,238.37,127.07,354.51
Karnataka,District_47,Black,8.29,344.46,186.37,142.87
Telangana,District_11,Laterite,7.67,477.72,227.46,151.56
Uttar Pradesh,District_11,Laterite,5.95,360.89,58.29,221.89
Madhya Pradesh,District_43,Red,7.67,167.69,116.37,71.53
Madhya Pradesh,District_45,Laterite,5.56,103.87,208.66,71.9
Uttar Pradesh,District_47,Red,7.49,414.54,243.24,362.0
Telangana,District_21,Black,8.14,432.93,91.4,205.55
Uttar Pradesh,District_23,Laterite,6.59,173.33,142.79,51.0
Uttar Pradesh,District_47,Black,7.65,228.39,74.92,242.9
Karnataka,District_17,Laterite,7.4,414.38,88.66,244.88
Telangana,District_1,Red,5.78,373.53,80.25,302.09
Maharashtra,District_38,Red,6.43,152.88,271.23,368.27
Andhra Pradesh,District_32,Laterite,7.55,365.41,185.65,329.34
Maharashtra,District_7,Black,5.59,383.65,53.42,316.65
Andhra Pradesh,District_14,Laterite,7.15,495.57,125.51,134.59
Karnataka,District_1,Laterite,7.14,457.06,50.91,167.78
Telangana,District_38,Red,7.84,114.56,165.32,341.42
Punjab,District_50,Black,8.43,142.66,175.63,72.12
Uttar Pradesh,District_9,Laterite,5.65,261.18,170.07,89.41
Uttar Pradesh,District_30,Red,5.78,228.22,204.51,188.75
Punjab,District_34,Black,6.42,141.88,226.11,206.74
Karnataka,District_26,Alluvial,7.22,403.79,211.22,227.64
Uttar Pradesh,District_17,Alluvial,5.56,216.93,291.7,353.47
Karnataka,District_22,Laterite,6.37,439.09,293.02,237.79
Madhya Pradesh,District_43,Red,5.86,241.4,102.15,77.79
Karnataka,District_19,Alluvial,7.38,397.9,73.38,129.17
Maharashtra,District_13,Laterite,7.64,184.12,175.24,330.04
Karnataka,District_16,Red,5.57,288.37,231.18,379.75
Punjab,District_44,Laterite,8.31,321.64,294.05,190.37
Telangana,District_28,Laterite,7.71,278.88,161.16,193.71
Tamil Nadu,District_41,Laterite,6.49,411.13,86.28,384.62
Karnataka,District_40,Red,7.67,364.84,178.84,296.72
Madhya Pradesh,District_46,Black,6.87,332.82,131.61,69.72
Andhra Pradesh,District_18,Laterite,7.53,192.57,134.89,280.56
Madhya Pradesh,District_41,Red,6.77,309.9,168.43,259.79
Telangana,District_12,Alluvial,6.83,381.46,84.7,80.99
Telangana,District_17,Alluvial,6.07,476.87,67.23,177.65
Tamil Nadu,District_47,Black,8.1,155.47,200.36,112.19
Punjab,District_19,Black,8.24,446.64,120.94,156.31
Telangana,District_42,Black,6.7,148.18,229.48,139.48
Telangana,District_36,Laterite,6.66,373.05,218.58,231.09
Uttar Pradesh,District_37,Alluvial,5.97,356.43,245.38,170.61
Karnataka,District_39,Red,6.47,449.87,62.97,265.64
Tamil Nadu,District_19,Laterite,7.91,123.7,65.4,263.38
Karnataka,District_44,Alluvial,6.75,454.15,53.97,90.36
Tamil Nadu,District_24,Alluvial,7.86,230.64,164.21,360.71
Tamil Nadu,District_27,Black,8.06,292.01,87.14,210.94
Karnataka,District_37,Laterite,6.53,442.87,257.04,61.89
Madhya Pradesh,District_1,Red,8.47,318.96,196.57,108.97
Telangana,District_37,Black,7.28,235.71,111.39,329.03
Punjab,District_48,Alluvial,6.51,411.79,212.15,389.76
Maharashtra,District_20,Alluvial,5.85,126.81,298.92,344.58
Karnataka,District_45,Laterite,6.46,367.84,128.54,319.76
Tamil Nadu,District_26,Red,5.95,100.64,54.77,378.74
Karnataka,District_39,Laterite,7.8,115.56,116.08,244.27
Madhya Pradesh,District_3,Red,6.29,484.91,56.69,116.98
Punjab,District_12,Red,6.53,289.66,211.69,298.73
Telangana,District_33,Alluvial,6.46,123.84,248.33,89.54
Maharashtra,District_24,Alluvial,7.31,455.89,267.97,100.74
Telangana,District_20,Black,6.56,147.92,258.64,274.7
Tamil Nadu,District_22,Red,5.93,113.99,280.83,123.47
Tamil Nadu,District_15,Laterite,7.38,257.05,235.07,285.94
Tamil Nadu,District_20,Alluvial,7.02,165.22,50.45,66.97
Tamil Nadu,District_23,Laterite,7.78,130.63,221.79,71.64
Maharashtra,District_23,Red,6.27,190.12,208.86,166.39
Madhya Pradesh,District_50,Laterite,8.08,124.7,109.74,342.73
Punjab,District_32,Laterite,6.65,254.16,297.58,95.56
Uttar Pradesh,District_10,Red,7.37,462.87,195.95,189.06
Maharashtra,District_42,Black,8.47,206.65,146.58,383.2
Tamil Nadu,District_30,Laterite,7.57,393.95,138.08,126.59
Karnataka,District_19,Black,7.05,130.98,216.4,74.88
Andhra Pradesh,District_42,Red,6.31,113.58,172.56,215.23
Madhya Pradesh,District_31,Laterite,6.7,189.95,238.82,82.78
Karnataka,District_44,Black,5.76,386.31,65.86,86.52
Karnataka,District_20,Alluvial,6.26,189.38,116.85,125.88
Punjab,District_4,Red,6.52,141.2,89.6,119.32
Tamil Nadu,District_20,Alluvial,8.02,256.44,68.82,284.5
Uttar Pradesh,District_9,Alluvial,5.78,358.09,90.99,264.87
Maharashtra,District_44,Alluvial,6.73,387.56,227.93,370.65
Maharashtra,District_26,Alluvial,7.04,141.25,124.64,376.8
Punjab,District_19,Black,8.37,159.63,64.24,110.32
Karnataka,District_27,Red,6.62,103.1,116.38,301.85
Madhya Pradesh,District_39,Red,8.44,473.92,229.92,388.11
Uttar Pradesh,District_19,Red,6.99,272.01,135.09,265.4
Karnataka,District_32,Black,7.63,100.4,293.92,350.91
Karnataka,District_47,Black,5.78,355.78,88.29,375.66
Punjab,District_10,Alluvial,7.56,382.09,247.77,121.3
Tamil Nadu,District_36,Alluvial,5.79,229.61,241.94,383.66
Telangana,District_24,Laterite,7.1,109.47,119.11,315.08
Andhra Pradesh,District_37,Red,6.51,497.85,210.68,188.42
Tamil Nadu,District_36,Laterite,6.47,217.66,148.1,162.23
Andhra Pradesh,District_41,Black,5.75,132.8,148.99,208.25
Telangana,District_19,Laterite,7.57,484.49,70.3,356.95
Telangana,District_41,Alluvial,7.16,185.81,57.34,233.58
Tamil Nadu,District_24,Black,6.68,357.88,162.3,129.59
Madhya Pradesh,District_14,Black,8.43,298.54,181.42,312.93
Maharashtra,District_38,Alluvial,5.59,413.29,208.98,209.92
Madhya Pradesh,District_15,Alluvial,7.44,143.31,172.19,241.58
Maharashtra,District_11,Red,6.92,405.52,212.62,154.59
Madhya Pradesh,District_44,Alluvial,8.06,275.83,87.66,118.97
Andhra Pradesh,District_15,Laterite,7.83,156.58,115.67,246.59
Maharashtra,District_22,Laterite,5.97,361.35,125.92,56.54
Karnataka,District_4,Red,6.61,462.13,64.91,204.82
Karnataka,District_24,Alluvial,7.62,230.35,178.3,129.05
Telangana,District_26,Laterite,6.74,406.94,148.81,256.55
Tamil Nadu,District_5,Laterite,7.56,159.85,141.93,379.53
Maharashtra,District_38,Alluvial,8.1,496.39,68.75,369.51
Uttar Pradesh,District_12,Red,7.67,381.8,85.02,224.14
Uttar Pradesh,District_2,Alluvial,7.12,321.49,65.35,228.23
Telangana,District_38,Alluvial,7.88,288.78,234.07,70.0
Karnataka,District_39,Laterite,8.13,361.46,227.97,152.84
Punjab,District_30,Laterite,6.71,414.78,65.18,231.5
Uttar Pradesh,District_28,Laterite,8.07,149.05,90.34,236.49
Maharashtra,District_43,Red,7.91,364.63,185.07,201.61
Madhya Pradesh,District_5,Laterite,6.73,467.69,204.26,252.2
Maharashtra,District_41,Alluvial,5.67,209.5,143.04,354.15
Madhya Pradesh,District_27,Red,8.2,409.27,164.12,297.28
Uttar Pradesh,District_8,Alluvial,6.2,142.52,295.94,160.39
Tamil Nadu,District_41,Laterite,8.13,459.83,137.66,252.85
Maharashtra,District_33,Red,7.61,115.2,118.73,147.51
Maharashtra,District_14,Red,8.47,103.64,201.82,51.03
Tamil Nadu,District_44,Black,6.12,250.78,146.5,395.28
Andhra Pradesh,District_42,Laterite,6.37,312.09,152.43,77.09
Maharashtra,District_19,Red,5.78,281.7,271.1,166.84
Uttar Pradesh,District_28,Black,8.47,173.05,226.83,386.55
Tamil Nadu,District_45,Black,7.36,420.76,159.61,322.71
Telangana,District_46,Alluvial,6.31,381.42,151.74,233.3
Telangana,District_36,Black,6.95,450.77,148.23,77.87
Karnataka,District_17,Red,8.41,108.24,296.22,385.68
Punjab,District_30,Red,6.54,237.78,191.88,66.92
Tamil Nadu,District_37,Alluvial,7.93,179.1,250.75,374.34
Madhya Pradesh,District_12,Alluvial,5.89,354.94,122.1,54.88
Maharashtra,District_7,Black,7.68,490.02,227.9,251.38
Telangana,District_33,Red,6.65,218.66,224.92,156.08
Punjab,District_22,Alluvial,6.08,441.94,297.49,204.94
Maharashtra,District_31,Laterite,8.14,446.89,127.81,383.05
Tamil Nadu,District_25,Black,7.15,214.65,179.39,253.16
Telangana,District_24,Alluvial,6.63,131.17,174.89,381.03
Karnataka,District_32,Black,6.71,446.41,269.6,111.17
Telangana,District_23,Alluvial,5.72,420.46,116.17,122.88
Uttar Pradesh,District_30,Alluvial,6.98,348.82,146.11,250.65
Karnataka,District_36,Red,7.68,253.36,287.26,65.18
Uttar Pradesh,District_41,Laterite,7.97,186.61,78.43,84.96
Tamil Nadu,District_15,Alluvial,7.99,231.47,98.55,389.16
Uttar Pradesh,District_26,Black,8.03,142.46,160.1,85.63
Andhra Pradesh,District_7,Alluvial,8.04,430.32,159.58,315.16
Tamil Nadu,District_30,Black,6.91,155.1,182.27,293.68
Karnataka,District_25,Red,6.8,154.21,152.39,313.47
Maharashtra,District_23,Alluvial,5.83,455.05,183.49,249.35
Telangana,District_27,Laterite,6.37,375.64,251.1,241.74
Telangana,District_37,Alluvial,6.18,202.52,162.9,251.57
Karnataka,District_31,Alluvial,7.33,209.01,65.09,60.0
Telangana,District_29,Black,6.47,446.62,295.08,308.28
Karnataka,District_17,Black,7.1,334.96,286.27,178.84
Maharashtra,District_7,Black,6.63,266.96,116.38,312.58
Andhra Pradesh,District_49,Red,8.17,459.14,85.79,371.79
Tamil Nadu,District_4,Laterite,6.77,182.38,129.44,114.71
Uttar Pradesh,District_45,Red,8.01,317.62,230.03,142.82
Maharashtra,District_35,Laterite,5.62,471.94,275.2,196.15
Uttar Pradesh,District_18,Laterite,5.6,291.69,58.16,310.91
Maharashtra,District_40,Red,7.69,217.46,286.33,162.05
Madhya Pradesh,District_49,Red,7.63,497.76,57.68,240.06
Punjab,District_5,Alluvial,5.57,310.2,277.54,271.95
Telangana,District_33,Alluvial,6.96,264.41,187.28,155.61
Telangana,District_7,Black,5.65,232.4,93.54,52.52
Punjab,District_43,Black,6.0,228.24,258.87,183.52
Andhra Pradesh,District_22,Red,8.39,163.99,222.48,103.79
Madhya Pradesh,District_44,Red,6.52,412.05,291.63,338.69
Karnataka,District_44,Laterite,6.91,259.02,132.65,317.57
Punjab,District_26,Laterite,7.55,327.18,90.24,313.74
Madhya Pradesh,District_27,Laterite,8.26,370.01,295.66,288.93
Karnataka,District_1,Red,5.95,309.39,265.64,104.66
Maharashtra,District_43,Alluvial,6.18,222.61,241.75,312.98
Uttar Pradesh,District_13,Red,7.18,410.97,158.0,270.33
Maharashtra,District_10,Laterite,7.48,312.96,204.05,364.86
Punjab,District_23,Black,6.81,157.22,116.4,187.68
Madhya Pradesh,District_12,Red,7.46,197.2,60.24,338.74
Telangana,District_47,Red,5.53,183.76,147.56,189.48
Uttar Pradesh,District_15,Black,6.09,290.28,272.77,57.44
Karnataka,District_12,Red,8.01,135.3,174.95,345.27
Uttar Pradesh,District_24,Red,7.77,351.7,50.29,271.52
Punjab,District_49,Black,7.41,446.65,73.06,159.56
Andhra Pradesh,District_32,Black,7.15,370.5,237.76,279.27
Uttar Pradesh,District_26,Red,6.1,205.85,230.95,178.65
Punjab,District_16,Black,6.32,288.9,168.11,120.55
Maharashtra,District_35,Alluvial,8.39,207.63,288.76,367.59
Punjab,District_48,Black,5.51,235.39,206.74,118.57
Madhya Pradesh,District_40,Laterite,6.82,394.36,171.86,153.47
Telangana,District_16,Red,5.53,331.24,293.17,278.51
Tamil Nadu,District_18,Black,6.53,176.8,68.64,303.68
Madhya Pradesh,District_18,Alluvial,6.48,395.34,187.15,201.39
Tamil Nadu,District_16,Black,5.85,494.51,259.69,134.11
Tamil Nadu,District_15,Laterite,5.71,411.38,271.64,114.85
Tamil Nadu,District_23,Laterite,8.06,280.73,120.4,263.19
Maharashtra,District_35,Red,6.47,189.11,265.32,63.31
Karnataka,District_7,Alluvial,7.18,212.61,87.66,193.26
Karnataka,District_8,Alluvial,7.77,125.16,242.67,332.57
Karnataka,District_50,Alluvial,7.12,221.57,146.93,374.75
Andhra Pradesh,District_5,Red,6.81,360.74,214.88,138.88
Andhra Pradesh,District_29,Black,6.97,393.7,187.18,321.86
Karnataka,District_28,Alluvial,8.01,319.4,139.68,137.58
Madhya Pradesh,District_30,Black,7.09,454.83,173.58,138.85
Maharashtra,District_37,Black,6.05,167.42,224.23,186.93
Tamil Nadu,District_26,Laterite,6.06,311.84,256.33,100.12
Madhya Pradesh,District_13,Black,7.0,148.35,276.99,125.88
Tamil Nadu,District_41,Red,6.11,202.89,144.08,198.33
Uttar Pradesh,District_45,Red,7.87,468.91,76.2,304.99
Karnataka,District_17,Red,8.12,481.54,195.65,271.8
Madhya Pradesh,District_46,Laterite,5.98,157.74,96.2,113.35
Telangana,District_45,Black,6.82,271.55,259.93,92.86
Maharashtra,District_34,Laterite,7.75,401.5,255.85,116.66
Telangana,District_29,Laterite,5.75,369.86,135.27,148.79
Telangana,District_42,Black,7.28,377.18,57.45,193.09
Maharashtra,District_7,Red,7.15,343.83,195.51,356.76
Madhya Pradesh,District_14,Red,7.83,174.54,279.49,56.12
Maharashtra,District_36,Laterite,8.36,416.45,67.06,274.16
Andhra Pradesh,District_16,Red,6.96,355.91,214.11,88.03
Madhya Pradesh,District_15,Black,6.35,313.29,293.75,313.77
Andhra Pradesh,District_40,Alluvial,5.64,131.17,243.51,375.6
Uttar Pradesh,District_7,Black,7.96,168.38,203.57,60.79
Tamil Nadu,District_46,Red,6.03,406.83,256.48,359.37
Andhra Pradesh,District_36,Alluvial,8.06,251.0,93.56,274.28
Uttar Pradesh,District_33,Black,7.35,323.39,266.67,236.2
Telangana,District_45,Laterite,6.01,448.82,289.53,246.11
Punjab,District_43,Black,6.94,163.18,273.52,371.23
Punjab,District_6,Laterite,7.41,171.16,74.91,113.82
Maharashtra,District_1,Red,7.33,262.27,79.38,64.24
Punjab,District_23,Alluvial,5.56,370.12,285.01,355.85
Punjab,District_35,Black,7.27,166.52,198.4,255.05
Uttar Pradesh,District_39,Black,8.23,312.35,117.83,104.26
Punjab,District_6,Alluvial,7.39,377.13,245.76,295.61
Punjab,District_10,Black,7.21,222.12,84.66,367.37
Madhya Pradesh,District_15,Red,7.77,240.99,114.49,54.5
Tamil Nadu,District_5,Laterite,7.07,450.55,228.93,277.52
Punjab,District_12,Red,7.73,172.38,58.53,178.64
Andhra Pradesh,District_32,Laterite,6.02,407.87,134.22,75.57
Punjab,District_5,Alluvial,8.26,172.42,81.89,170.25
Punjab,District_42,Black,6.8,272.95,126.2,376.63
Tamil Nadu,District_2,Alluvial,6.65,391.58,273.4,163.11
Punjab,District_41,Red,7.73,250.17,174.86,262.58
Madhya Pradesh,District_33,Black,7.26,131.37,71.03,156.27
Karnataka,District_42,Alluvial,6.23,241.66,95.03,170.86
Andhra Pradesh,District_6,Alluvial,6.31,191.44,243.01,222.22
Tamil Nadu,District_26,Laterite,7.41,160.31,78.24,373.68
Maharashtra,District_26,Red,6.67,342.44,172.59,177.37
Telangana,District_8,Alluvial,6.74,114.96,155.85,200.69
Maharashtra,District_25,Red,7.53,438.95,114.97,360.29
Karnataka,District_23,Black,7.35,401.48,282.85,212.4
Andhra Pradesh,District_38,Laterite,6.01,401.81,91.42,327.49
Punjab,District_17,Red,8.14,396.16,186.86,59.64
Karnataka,District_16,Black,6.48,208.41,167.96,96.05
Madhya Pradesh,District_45,Red,7.51,150.51,62.39,286.73
Telangana,District_46,Black,8.27,497.07,257.25,322.31
Andhra Pradesh,District_27,Black,6.82,498.19,150.15,320.42
Andhra Pradesh,District_25,Alluvial,6.97,479.83,253.5,241.46
Telangana,District_32,Black,7.53,371.22,57.66,129.8
Karnataka,District_25,Red,6.49,285.51,153.82,135.12
Madhya Pradesh,District_32,Laterite,6.56,178.95,221.51,119.64
Punjab,District_40,Laterite,7.27,319.35,252.3,206.42
Maharashtra,District_19,Red,6.44,219.52,117.01,242.64
Telangana,District_46,Alluvial,6.44,177.98,50.79,52.86
Tamil Nadu,District_22,Alluvial,7.9,407.75,168.53,164.65
