state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Karnataka,District_18,2018,734.8,37.93,53.29
Uttar Pradesh,District_44,2019,356.54,36.25,50.65
Madhya Pradesh,District_23,2015,473.27,31.63,88.75
Karnataka,District_38,2011,801.09,27.95,66.23
Maharashtra,District_4,2018,454.26,27.99,43.13
Madhya Pradesh,District_4,2015,588.21,28.22,53.82
Punjab,District_18,2010,392.51,34.4,66.68
Maharashtra,District_1,2021,1008.11,20.78,43.6
Maharashtra,District_32,2021,1696.26,29.69,74.63
Tamil Nadu,District_21,2014,1680.81,35.88,66.12
Madhya Pradesh,District_38,2016,1838.31,29.22,75.49
Punjab,District_26,2023,1567.52,18.3,57.09
Telangana,District_41,2021,715.55,23.38,61.0
Maharashtra,District_49,2021,1494.06,32.71,86.41
Karnataka,District_21,2010,1581.5,38.55,50.53
Uttar Pradesh,District_43,2024,1223.28,37.66,41.98
Punjab,District_29,2016,1671.92,36.1,89.11
Punjab,District_41,2020,421.15,38.9,40.37
Punjab,District_43,2014,1311.13,24.16,84.41
Uttar Pradesh,District_32,2014,1115.82,18.27,81.3
Karnataka,District_4,2011,1668.86,25.8,64.38
Madhya Pradesh,District_13,2021,517.53,30.69,75.27
Maharashtra,District_35,2013,661.46,24.96,45.25
Punjab,District_27,2018,1249.78,18.97,78.18
Madhya Pradesh,District_1,2021,1910.25,29.16,79.19
Punjab,District_49,2011,441.44,22.39,42.57
Uttar Pradesh,District_49,2018,1563.74,34.01,64.86
Madhya Pradesh,District_39,2017,649.18,19.96,87.41
Madhya Pradesh,District_14,2024,479.26,39.08,87.56
Maharashtra,District_37,2022,971.1,37.29,89.23
Uttar Pradesh,District_30,2013,1291.19,37.22,72.83
Karnataka,District_14,2021,1705.93,35.38,47.06
Tamil Nadu,District_11,2011,1378.98,31.94,60.64
Punjab,District_31,2015,1135.83,19.18,76.35
Andhra Pradesh,District_28,2024,785.63,32.57,54.19
Karnataka,District_27,2016,797.34,34.43,80.51
Andhra Pradesh,District_3,2024,1609.98,20.88,83.07
Maharashtra,District_6,2011,493.9,31.55,78.18
Telangana,District_39,2017,549.01,28.54,57.11
Maharashtra,District_19,2018,1523.55,28.39,77.07
Uttar Pradesh,District_41,2014,1933.77,22.39,43.61
Maharashtra,District_34,2015,504.4,34.27,56.76
Maharashtra,District_28,2015,1336.02,38.35,78.28
Punjab,District_12,2019,706.62,35.33,79.74
Karnataka,District_39,2011,343.79,26.12,55.94
Karnataka,District_10,2022,1714.86,39.65,88.02
Telangana,District_47,2020,1164.63,26.01,53.66
Uttar Pradesh,District_25,2010,340.61,23.16,73.0
Andhra Pradesh,District_23,2023,1822.27,39.3,83.95
Madhya Pradesh,District_26,2020,1210.66,35.38,67.57
Uttar Pradesh,District_19,2014,1553.01,34.75,60.62
Andhra Pradesh,District_38,2015,1019.96,19.7,50.57
Andhra Pradesh,District_20,2023,614.3,22.22,49.82
Maharashtra,District_45,2021,1091.47,18.41,47.95
Telangana,District_44,2023,789.04,35.09,62.15
Maharashtra,District_18,2010,804.45,24.12,67.4
Telangana,District_48,2017,1394.59,20.91,81.95
Tamil Nadu,District_11,2014,459.94,22.0,50.87
Karnataka,District_25,2014,974.92,32.1,77.76
Punjab,District_43,2017,1229.3,27.53,74.71
Punjab,District_1,2023,1506.76,38.71,71.73
Punjab,District_32,2017,1375.93,26.05,56.97
Madhya Pradesh,District_33,2018,1806.62,36.35,55.9
Maharashtra,District_7,2020,1987.05,30.02,77.95
Tamil Nadu,District_31,2013,1893.62,33.52,53.73
Andhra Pradesh,District_26,2012,1599.06,21.71,56.49
Punjab,District_7,2019,1466.23,34.48,88.26
Tamil Nadu,District_36,2020,360.23,19.88,89.92
Punjab,District_46,2011,1206.95,33.2,40.09
Karnataka,District_24,2010,1428.32,28.24,74.34
Punjab,District_5,2023,1002.0,23.03,66.78
Karnataka,District_22,2019,954.15,28.57,63.01
Punjab,District_44,2014,1222.3,36.82,53.78
Punjab,District_36,2015,1841.29,21.4,65.36
Karnataka,District_3,2017,743.58,21.73,62.83
Uttar Pradesh,District_50,2023,978.39,29.75,60.07
Madhya Pradesh,District_37,2024,1410.25,31.76,82.49
Punjab,District_38,2015,616.21,27.24,53.53
Tamil Nadu,District_46,2024,1719.34,23.86,69.87
Uttar Pradesh,District_6,2011,1432.31,19.48,83.21
Andhra Pradesh,District_25,2017,898.85,19.1,88.95
Maharashtra,District_23,2014,1527.68,18.9,70.14
Punjab,District_12,2022,774.89,37.83,66.0
Uttar Pradesh,District_28,2012,1616.58,20.89,82.03
Andhra Pradesh,District_44,2023,420.17,24.49,49.42
Madhya Pradesh,District_40,2015,1025.48,39.69,71.5
Uttar Pradesh,District_32,2021,744.79,38.4,43.21
Uttar Pradesh,District_25,2015,1688.39,18.94,73.0
Telangana,District_34,2012,1579.67,30.13,79.79
Telangana,District_30,2016,1731.16,31.94,43.15
Maharashtra,District_37,2016,1407.66,19.19,82.42
Punjab,District_18,2016,1652.05,34.02,46.17
Punjab,District_35,2017,1045.94,39.73,48.79
Karnataka,District_48,2020,1452.7,27.45,81.82
Maharashtra,District_37,2016,352.9,27.89,46.24
Tamil Nadu,District_41,2022,1797.23,32.51,73.69
Madhya Pradesh,District_6,2013,1464.12,34.2,54.74
Punjab,District_19,2014,1772.36,35.37,52.42
Karnataka,District_22,2023,1610.46,19.71,72.51
Maharashtra,District_32,2013,786.84,35.62,45.34
Maharashtra,District_27,2011,763.9,37.01,68.73
Uttar Pradesh,District_16,2016,1659.39,18.99,86.23
Tamil Nadu,District_26,2022,614.01,18.86,82.57
Tamil Nadu,District_39,2012,488.12,30.12,82.56
Andhra Pradesh,District_4,2022,325.57,28.93,55.15
Telangana,District_16,2010,807.33,39.56,75.06
Maharashtra,District_49,2010,468.75,24.48,79.01
Uttar Pradesh,District_19,2018,1662.87,30.98,85.07
Andhra Pradesh,District_28,2020,1123.72,29.15,53.21
Karnataka,District_17,2012,729.28,29.79,78.04
Karnataka,District_45,2016,1323.55,32.51,51.61
Telangana,District_2,2018,419.6,29.83,41.39
Karnataka,District_2,2023,1534.41,18.15,64.09
Telangana,District_24,2016,1152.37,36.56,78.29
Karnataka,District_27,2020,311.01,22.43,50.72
Madhya Pradesh,District_4,2017,842.67,23.09,42.43
Karnataka,District_48,2015,1575.33,32.26,58.69
Maharashtra,District_36,2020,619.8,28.51,50.14
Tamil Nadu,District_20,2012,1935.19,30.64,59.1
Maharashtra,District_12,2010,1824.27,28.94,86.04
Andhra Pradesh,District_28,2019,1623.01,27.19,77.2
Madhya Pradesh,District_29,2023,433.53,28.63,58.65
Tamil Nadu,District_46,2017,901.52,21.1,56.25
Maharashtra,District_33,2015,806.94,39.32,86.06
Tamil Nadu,District_49,2024,533.96,30.64,84.44
Tamil Nadu,District_18,2011,1999.35,24.31,70.2
Tamil Nadu,District_12,2021,550.24,33.68,57.88
Karnataka,District_10,2022,836.06,37.36,79.62
Tamil Nadu,District_24,2019,1796.24,24.52,73.19
Madhya Pradesh,District_47,2017,545.46,25.14,68.23
Karnataka,District_17,2013,1098.2,27.65,76.93
Punjab,District_43,2019,1958.67,22.78,46.72
Tamil Nadu,District_32,2018,720.39,35.82,86.51
Karnataka,District_25,2024,1495.2,30.85,88.65
Tamil Nadu,District_7,2021,436.07,19.25,57.72
Andhra Pradesh,District_20,2018,1321.48,39.93,87.34
Maharashtra,District_29,2018,876.38,30.65,79.79
Punjab,District_19,2013,1489.26,37.58,87.05
Tamil Nadu,District_11,2015,1035.91,29.04,85.87
Andhra Pradesh,District_33,2023,808.3,30.81,50.05
Madhya Pradesh,District_50,2013,1228.21,28.0,53.0
Madhya Pradesh,District_15,2019,537.47,27.3,53.03
Maharashtra,District_31,2019,1684.53,22.8,44.71
Telangana,District_13,2014,1576.21,39.17,59.88
Punjab,District_48,2016,1226.45,22.0,58.13
Punjab,District_19,2016,923.98,29.58,57.2
Tamil Nadu,District_6,2019,1855.88,19.92,57.45
Telangana,District_28,2015,1378.58,39.85,43.1
Maharashtra,District_22,2021,784.16,30.22,49.3
Maharashtra,District_28,2019,1671.4,35.92,54.8
Tamil Nadu,District_16,2013,1379.53,30.38,84.45
Andhra Pradesh,District_50,2024,515.92,35.71,86.33
Tamil Nadu,District_33,2022,494.2,29.76,54.26
Madhya Pradesh,District_50,2021,1894.78,27.79,74.71
Andhra Pradesh,District_41,2022,789.45,28.03,82.53
Uttar Pradesh,District_45,2024,1427.92,18.05,65.31
Tamil Nadu,District_48,2014,361.94,26.15,77.78
Madhya Pradesh,District_26,2024,1246.05,38.94,88.79
Andhra Pradesh,District_23,2014,692.92,32.86,48.11
Madhya Pradesh,District_1,2018,537.36,38.23,43.52
Madhya Pradesh,District_29,2023,1614.96,22.41,72.0
Karnataka,District_8,2024,1676.22,28.81,65.42
Andhra Pradesh,District_42,2020,1515.86,18.76,54.83
Andhra Pradesh,District_39,2015,319.02,32.9,85.83
Maharashtra,District_3,2013,784.35,35.25,82.29
Telangana,District_13,2015,913.63,34.45,53.22
Tamil Nadu,District_20,2016,1474.45,19.91,78.71
Maharashtra,District_43,2016,1584.42,23.45,81.42
Telangana,District_5,2019,1367.35,32.43,56.27
Maharashtra,District_45,2012,1641.45,34.7,44.96
Punjab,District_12,2015,1026.41,24.03,82.52
Maharashtra,District_48,2020,1221.14,26.94,44.84
Tamil Nadu,District_17,2023,409.23,25.73,63.93
Punjab,District_14,2016,1026.18,18.1,49.72
Karnataka,District_26,2024,1035.48,30.68,86.37
Maharashtra,District_30,2010,1339.58,32.72,45.36
Tamil Nadu,District_42,2013,942.42,24.08,45.85
Andhra Pradesh,District_45,2016,705.37,33.13,75.09
Telangana,District_32,2021,703.91,23.34,50.28
Uttar Pradesh,District_30,2019,527.58,33.74,46.62
Tamil Nadu,District_12,2010,1491.74,28.06,48.41
Karnataka,District_36,2023,1358.37,37.18,69.79
Uttar Pradesh,District_19,2017,1284.72,29.98,51.13
Tamil Nadu,District_44,2015,1202.73,22.06,58.86
Tamil Nadu,District_25,2023,924.81,36.08,82.49
Madhya Pradesh,District_33,2015,1606.82,35.11,48.78
Andhra Pradesh,District_42,2012,1867.44,19.85,81.31
Telangana,District_21,2015,1047.98,19.06,78.77
Uttar Pradesh,District_2,2013,995.45,21.0,81.56
Punjab,District_37,2018,576.64,36.6,57.35
Telangana,District_21,2022,1440.2,25.05,63.62
Karnataka,District_26,2013,1248.76,29.1,75.35
Punjab,District_32,2015,1979.6,31.27,41.87
Punjab,District_27,2020,1293.35,34.36,73.19
Telangana,District_17,2022,790.64,36.26,46.0
Andhra Pradesh,District_4,2024,1257.0,29.35,54.4
Karnataka,District_39,2022,1973.98,27.15,80.49
Andhra Pradesh,District_15,2023,1529.67,22.31,71.77
Andhra Pradesh,District_33,2022,518.58,31.37,71.09
Punjab,District_14,2015,883.38,30.1,51.35
Tamil Nadu,District_26,2020,807.76,24.41,73.39
Tamil Nadu,District_47,2010,1756.6,27.82,46.59
Tamil Nadu,District_2,2013,1338.98,34.27,88.24
Punjab,District_20,2018,1677.17,31.8,52.63
Uttar Pradesh,District_26,2023,599.62,28.6,81.34
Maharashtra,District_2,2020,1843.66,23.99,86.01
Andhra Pradesh,District_48,2019,399.13,32.7,48.59
Telangana,District_2,2015,937.22,31.81,40.49
Karnataka,District_48,2021,324.05,28.08,83.71
Maharashtra,District_17,2013,613.28,23.25,78.2
Tamil Nadu,District_18,2016,1935.78,21.85,47.71
Punjab,District_48,2023,433.44,25.47,81.52
Uttar Pradesh,District_4,2019,547.19,37.99,80.52
Maharashtra,District_17,2016,1872.24,34.59,63.06
Punjab,District_33,2014,1507.3,37.6,87.34
Maharashtra,District_23,2013,991.84,36.54,69.11
Andhra Pradesh,District_13,2024,416.9,28.1,62.14
Andhra Pradesh,District_7,2013,1634.57,29.67,40.66
Punjab,District_41,2024,1137.64,21.73,87.64
Telangana,District_46,2016,849.13,33.86,46.42
Karnataka,District_1,2015,913.28,27.28,54.81
Karnataka,District_40,2013,1158.97,21.55,76.47
Tamil Nadu,District_42,2012,1237.1,20.1,40.27
Telangana,District_31,2011,1690.77,33.31,67.13
Madhya Pradesh,District_36,2024,1611.9,28.61,47.95
Karnataka,District_25,2013,1604.0,18.2,41.13
Uttar Pradesh,District_45,2016,1539.81,36.14,72.08
Maharashtra,District_50,2023,1588.24,31.63,70.15
Madhya Pradesh,District_41,2011,1451.92,18.84,76.71
Maharashtra,District_40,2022,1775.64,24.7,70.91
Karnataka,District_30,2021,1247.67,33.89,62.1
Maharashtra,District_38,2018,1185.44,19.3,63.93
Punjab,District_21,2023,1492.2,34.2,51.01
Maharashtra,District_19,2018,582.21,29.11,44.19
Punjab,District_16,2015,1620.82,35.22,83.04
Tamil Nadu,District_33,2018,1891.46,36.82,74.57
Maharashtra,District_47,2010,803.64,34.89,46.15
Punjab,District_6,2015,1338.78,19.72,53.21
Karnataka,District_42,2012,355.46,28.13,83.16
Andhra Pradesh,District_37,2015,1601.9,25.01,87.99
Maharashtra,District_8,2014,1251.44,29.19,79.56
Madhya Pradesh,District_1,2021,1445.21,39.25,68.5
Karnataka,District_13,2014,543.09,20.74,83.46
Maharashtra,District_26,2023,1676.07,37.04,71.34
Uttar Pradesh,District_16,2010,735.09,39.8,74.97
Telangana,District_49,2023,1464.15,39.78,81.35
Punjab,District_39,2014,1308.34,35.53,57.7
Tamil Nadu,District_47,2022,1411.45,28.24,79.23
Uttar Pradesh,District_46,2020,385.4,21.92,50.35
Andhra Pradesh,District_28,2015,1561.15,31.38,49.71
Punjab,District_49,2024,1651.92,31.43,80.57
Maharashtra,District_23,2024,1107.19,24.96,68.19
Karnataka,District_7,2010,995.06,31.57,60.69
Andhra Pradesh,District_24,2019,882.33,20.56,66.17
Maharashtra,District_46,2022,1877.4,31.95,88.9
Madhya Pradesh,District_8,2023,1583.62,37.73,84.71
Telangana,District_45,2016,1487.65,28.39,65.38
Karnataka,District_1,2022,1873.53,34.82,67.36
Tamil Nadu,District_4,2010,892.91,31.98,70.71
Maharashtra,District_43,2016,1371.23,18.07,79.54
Karnataka,District_41,2020,1466.3,20.68,83.69
Uttar Pradesh,District_19,2023,1993.59,35.05,47.33
Madhya Pradesh,District_22,2021,1026.22,18.89,71.41
Maharashtra,District_36,2018,980.31,39.04,51.36
Tamil Nadu,District_1,2016,443.63,37.67,71.09
Telangana,District_19,2023,467.37,25.97,48.57
Punjab,District_29,2021,1170.06,24.83,80.4
Madhya Pradesh,District_19,2019,591.01,31.48,73.05
Tamil Nadu,District_43,2024,423.98,31.46,83.3
Uttar Pradesh,District_6,2021,1940.32,19.96,87.22
Tamil Nadu,District_25,2014,1917.41,22.74,86.7
Tamil Nadu,District_39,2012,852.97,32.0,47.26
Madhya Pradesh,District_23,2016,1642.78,35.62,58.84
Punjab,District_1,2015,1783.33,22.22,64.15
Andhra Pradesh,District_15,2017,1090.07,33.44,79.45
Karnataka,District_25,2023,680.29,37.15,40.74
Maharashtra,District_4,2017,520.67,20.59,86.27
Punjab,District_45,2019,539.4,27.66,60.36
Telangana,District_44,2020,1654.79,36.71,71.56
Maharashtra,District_1,2015,953.51,26.15,89.03
Andhra Pradesh,District_40,2016,1478.96,23.93,84.13
Telangana,District_21,2012,1215.78,34.4,58.11
Andhra Pradesh,District_43,2023,970.94,26.82,64.23
Madhya Pradesh,District_10,2013,510.49,33.54,78.5
Maharashtra,District_2,2016,866.86,20.78,77.18
Telangana,District_17,2015,1728.3,30.18,75.24
Uttar Pradesh,District_13,2012,1679.38,26.35,40.53
Punjab,District_27,2024,348.23,39.94,49.95
Maharashtra,District_41,2019,538.47,31.01,51.08
Karnataka,District_48,2016,1585.03,33.01,52.53
Madhya Pradesh,District_28,2012,870.75,20.88,44.81
Andhra Pradesh,District_49,2019,1394.1,39.82,80.33
Karnataka,District_10,2022,1256.55,19.13,57.06
Uttar Pradesh,District_49,2023,1408.51,19.56,78.78
Uttar Pradesh,District_10,2017,391.28,19.67,86.58
Karnataka,District_46,2022,1882.9,37.15,55.65
Maharashtra,District_47,2016,335.65,34.03,62.69
Uttar Pradesh,District_9,2013,313.66,39.41,44.38
Maharashtra,District_34,2010,684.46,19.46,54.74
Tamil Nadu,District_46,2015,1988.94,33.22,67.31
Tamil Nadu,District_39,2024,423.31,29.73,49.01
Telangana,District_4,2014,1786.65,32.06,66.85
Maharashtra,District_45,2023,570.45,29.28,55.64
Andhra Pradesh,District_4,2018,485.48,32.86,89.5
Madhya Pradesh,District_4,2019,1624.25,37.96,58.79
Maharashtra,District_41,2024,1739.35,30.92,41.95
Maharashtra,District_11,2015,1646.71,37.72,63.65
Punjab,District_1,2010,709.75,35.21,56.7
Karnataka,District_45,2012,1795.73,37.03,58.5
Karnataka,District_21,2024,422.21,32.5,58.53
Uttar Pradesh,District_25,2011,881.36,29.41,84.06
Tamil Nadu,District_9,2012,1087.41,19.53,64.91
Punjab,District_25,2010,415.15,36.37,52.64
Telangana,District_18,2020,1285.73,23.32,79.63
Telangana,District_7,2011,1250.95,18.81,62.17
Maharashtra,District_46,2017,1986.71,29.42,47.27
Punjab,District_26,2023,1356.83,31.92,89.92
Andhra Pradesh,District_49,2012,975.83,32.56,41.37
Karnataka,District_18,2018,1643.31,32.73,75.46
Andhra Pradesh,District_1,2020,869.44,32.38,82.38
Punjab,District_9,2020,1205.88,35.78,57.69
Karnataka,District_10,2013,394.3,34.93,47.87
Punjab,District_48,2011,848.53,35.88,61.83
Punjab,District_11,2021,1197.78,28.13,64.12
Maharashtra,District_32,2016,1493.93,19.38,89.99
Madhya Pradesh,District_21,2018,468.36,32.07,40.97
Telangana,District_36,2014,1655.22,22.62,72.79
Punjab,District_32,2010,1830.27,36.91,80.22
Maharashtra,District_19,2018,777.76,33.88,70.9
Karnataka,District_8,2018,1601.09,34.85,71.5
Punjab,District_35,2016,606.59,24.3,83.77
Telangana,District_22,2010,1189.81,31.93,68.26
Andhra Pradesh,District_4,2013,1655.98,29.62,84.08
Andhra Pradesh,District_29,2010,957.04,23.91,50.51
Tamil Nadu,District_31,2012,344.71,35.87,65.81
Uttar Pradesh,District_8,2016,1217.94,30.1,41.68
Andhra Pradesh,District_12,2010,1735.99,22.2,80.17
Tamil Nadu,District_5,2017,484.16,24.72,78.86
Telangana,District_30,2022,350.39,23.0,66.95
Maharashtra,District_35,2019,1675.37,24.87,59.79
Madhya Pradesh,District_37,2013,754.13,22.14,58.51
Punjab,District_4,2013,919.38,26.17,50.06
Punjab,District_43,2021,447.87,33.27,61.39
Uttar Pradesh,District_21,2021,464.25,39.1,55.2
Maharashtra,District_16,2010,1344.72,22.63,68.88
Punjab,District_18,2014,1238.79,24.6,79.32
Telangana,District_31,2017,797.08,18.05,74.71
Punjab,District_38,2017,1069.65,22.96,65.7
Uttar Pradesh,District_32,2023,959.94,27.21,87.43
Punjab,District_48,2016,1481.59,28.16,49.87
Telangana,District_33,2016,1765.55,23.86,72.0
Karnataka,District_19,2017,1600.67,21.31,44.4
Andhra Pradesh,District_20,2017,307.49,30.39,73.65
Andhra Pradesh,District_48,2024,469.24,27.0,76.27
Andhra Pradesh,District_10,2010,1029.94,27.38,79.13
Tamil Nadu,District_26,2011,1748.06,37.69,73.19
Andhra Pradesh,District_46,2019,702.86,30.35,46.13
Punjab,District_18,2017,1794.22,26.54,42.21
Punjab,District_45,2010,487.02,23.58,75.71
Karnataka,District_45,2018,423.43,27.43,79.91
Maharashtra,District_15,2018,1852.81,36.96,41.63
Madhya Pradesh,District_36,2022,575.36,39.23,47.5
Uttar Pradesh,District_18,2021,1088.42,26.3,79.51
Maharashtra,District_31,2024,854.13,22.6,88.39
Madhya Pradesh,District_15,2019,550.98,38.12,66.03
Punjab,District_38,2011,1374.59,21.18,47.67
Madhya Pradesh,District_29,2021,1938.24,24.54,56.06
Tamil Nadu,District_42,2015,1418.79,22.49,79.07
Karnataka,District_15,2024,901.29,30.45,67.16
Telangana,District_1,2024,1510.05,26.99,42.89
Punjab,District_37,2013,543.52,24.32,55.42
Maharashtra,District_41,2019,1286.03,34.89,77.64
Uttar Pradesh,District_23,2016,1098.08,32.61,56.29
Karnataka,District_46,2024,911.97,39.9,61.62
Uttar Pradesh,District_11,2011,1557.26,24.86,85.25
Madhya Pradesh,District_38,2022,501.43,36.6,89.23
Uttar Pradesh,District_16,2019,1205.74,24.66,77.86
Telangana,District_30,2010,1752.48,18.2,52.01
Uttar Pradesh,District_29,2024,642.91,21.32,52.16
Tamil Nadu,District_41,2018,749.72,29.19,55.21
Punjab,District_3,2021,1423.14,35.82,48.03
Andhra Pradesh,District_40,2021,1613.4,19.26,48.94
Punjab,District_17,2018,781.67,36.3,52.8
Karnataka,District_26,2021,911.83,33.75,72.99
Punjab,District_9,2018,1557.85,18.76,70.62
Maharashtra,District_17,2014,785.05,20.34,57.05
Tamil Nadu,District_37,2021,1432.62,19.66,49.83
Punjab,District_31,2012,570.02,32.94,71.2
Karnataka,District_31,2015,999.23,30.34,46.54
Tamil Nadu,District_11,2019,1470.75,25.89,47.31
Telangana,District_38,2010,1081.84,19.94,59.17
Karnataka,District_22,2023,332.7,26.65,68.37
Punjab,District_46,2019,990.85,33.01,76.41
Punjab,District_3,2017,790.17,20.06,74.35
Andhra Pradesh,District_49,2019,472.18,36.84,58.92
Telangana,District_28,2013,315.53,19.38,72.73
Andhra Pradesh,District_32,2011,377.38,31.38,50.57
Tamil Nadu,District_4,2020,1913.72,22.16,64.69
Uttar Pradesh,District_40,2013,1574.69,20.02,70.76
Andhra Pradesh,District_38,2023,1897.56,25.81,77.22
Telangana,District_11,2010,495.13,32.67,43.98
Telangana,District_1,2019,1269.87,20.66,45.06
Telangana,District_47,2024,441.59,28.47,43.69
Punjab,District_16,2019,345.57,26.93,67.32
Tamil Nadu,District_34,2022,1092.68,27.4,68.5
Maharashtra,District_45,2017,1398.78,38.76,40.55
Tamil Nadu,District_32,2024,408.06,25.68,72.84
Telangana,District_44,2015,920.6,39.82,78.17
Tamil Nadu,District_46,2010,453.28,29.84,45.83
Uttar Pradesh,District_33,2022,915.58,36.53,56.87
Karnataka,District_11,2010,1102.05,25.68,82.5
Uttar Pradesh,District_36,2011,873.8,19.87,74.36
Uttar Pradesh,District_13,2016,1279.62,19.86,55.23
Karnataka,District_20,2011,1293.8,30.63,77.11
Maharashtra,District_25,2012,865.99,38.46,84.36
Uttar Pradesh,District_6,2021,962.32,19.57,55.47
Tamil Nadu,District_37,2020,1049.81,33.16,74.21
Uttar Pradesh,District_26,2018,938.61,30.39,44.67
Uttar Pradesh,District_4,2010,1593.1,32.35,42.93
Punjab,District_45,2018,537.91,22.74,69.31
Uttar Pradesh,District_26,2015,1756.96,19.55,64.62
Tamil Nadu,District_18,2024,863.13,19.64,80.5
Karnataka,District_13,2018,1530.73,23.43,79.01
Telangana,District_8,2021,1802.42,22.7,54.33
Andhra Pradesh,District_47,2019,1808.67,20.78,65.61
Telangana,District_33,2020,1069.02,23.82,77.79
Maharashtra,District_43,2017,736.23,29.75,53.55
Andhra Pradesh,District_16,2016,1329.79,38.89,58.1
Telangana,District_42,2019,612.74,38.29,42.99
Tamil Nadu,District_39,2016,1644.01,23.98,46.52
Punjab,District_31,2015,1509.29,19.46,70.51
